accelX,accelY,accelZ,gyroX,gyroY,gyroZ,fsr1,fsr2,fsr3
0.0,0.0,0.0,42.317783427342754,-13.631557678393333,-7.853730050782009,0.0,0.0,1.0259766782618653
0.0,0.1995628737143708,0.0,16.750455726117426,48.934612695640624,0.973325961323393,0.0,0.0,0.004636333049184784
0.0,0.06998812034259079,0.0,-43.06616663217078,-57.93660758756849,3.6405329975380987,0.0,0.0017935847170311827,0.19752102344924308
0.0,0.13870331839192657,0.0,10.01626679825922,-20.93277899844312,11.938104233043962,0.00834050323415204,0.000696157853586235,0.6750341121172849
0.0,0.06224068048291108,0.0,-7.9936823753830435,19.091703328671365,8.681786584484373,0.11162503061458261,0.196979670430523,0.11058405534521264
0.0,0.0,0.0,40.37353080173768,-2.714573388958335,16.346243945772812,0.08086952673169531,0.25021702296333653,0.29005943205463647
0.0,0.0,0.0,37.275635437024015,0.5233012129144061,19.662492924232023,0.1480040275171715,0.22030709618058564,0.2609927385023077
0.0,0.008348024128092012,0.0,56.54746564842542,-58.248566520868486,36.30994843547139,0.007255024210888049,0.0,0.00592659282066207
0.0,0.11998780507547677,0.0,5.668925830888714,130.34120245176933,4.403861722038222,0.0,0.0,0.009821812966724597
0.0,0.03918674233858316,0.0,-4.666877908250514,-25.278536019752842,-4.128151946046766,0.18933676425993493,0.2710666231552487,0.051627705008732455
0.0,0.012633497616045708,0.0,21.756518915392718,-37.10891652827572,39.93194101799721,0.13037468198653454,0.19829356644254814,0.0
0.0,0.5033465570905256,0.0,-34.06395219347108,1.0668299070506855,-41.44453773994952,0.0,0.0,0.0
0.0,0.16594068422710362,0.0,0.6289873518632859,-33.55035013806663,-2.3648815788787676,0.0,0.0,0.02420986607957441
0.0,0.2211762691458164,0.0,-51.9015087662079,-10.536438883108673,-2.9944647557420163,0.43987009574175523,0.3759829984337777,0.0
0.0,0.3262827037745369,0.0,98.59495637193895,-103.45615938898536,28.67533637733212,0.0,0.009893817464236962,0.0
0.0,0.007161795363944491,0.0,-36.433075406251824,60.93070229734786,-14.80520292821416,0.003013919236558068,0.0014887830365722162,0.6087351369085913
0.0,0.0,0.0,-3.216848858847747,-47.38780231454087,-4.558687045449997,0.2914086976060298,0.2653614398701146,0.008432853103062833
0.0,0.22552534033786636,0.0,-4.955141861575905,98.31076536475895,-37.07702659021771,0.004367288490674865,0.0,0.016806758821416516
0.0,0.0,0.0,-16.367383002937462,-14.500645360911403,-3.561266342169238,0.19919267656872433,0.2531972872093445,0.1723986048704496
0.0,0.021839840692471326,0.0,13.35285804768005,-109.75644949438727,1.5746216943105174,0.22183613599703245,0.2816886882711055,0.0
