accelX,accelY,accelZ,gyroX,gyroY,gyroZ,fsr1,fsr2,fsr3
-1.02,0.11,-0.4,3.78,-5,-5.86,0,0.1,0.31
-1.58,0.06,0.31,16.85,7.81,-5.13,0,0,0.21
-1.07,0.03,-0.23,0.18,-20.02,6.71,0,0,0.87
-0.99,-0.01,-0.44,-3.05,-9.58,0.49,0.18,0.43,0.17
-1.04,-0.08,-0.59,11.84,-14.04,3.11,0.34,0.55,0
-0.86,0.07,-0.83,-10.31,-41.87,-19.65,0,0,0
-0.8,0.26,-0.75,26.49,70.8,10.8,0,0,0
-1.02,0.02,-0.18,-9.58,-2.81,7.93,0,0,0.73
-1.05,-0.12,-0.4,-2.01,-17.58,0.73,0,0.05,0.81
-0.94,-0.11,-0.55,6.23,-19.23,-2.56,0.34,0.16,0
-0.92,-0.04,-0.74,-13.18,-17.7,-11.72,0,0,0
-0.71,-0.12,-1.05,-39.37,-44.98,-5.43,0,0,0
-1.07,0.23,-0.13,-51.45,-20.26,-10.56,0,0,0.6
-0.99,-0.03,-0.37,7.45,-16.54,8.54,0,0,0.88
-0.97,-0.04,-0.47,-11.29,-13.98,-3.6,0.25,0.28,0
-0.93,0.02,-0.71,9.95,-21.97,-6.47,0.07,0,0
-0.95,0.13,-0.82,75.32,-80.44,36.99,0,0,0
-0.98,0.26,0.08,-95.4,-16.11,-29.66,0,0,0.28
-1.08,0,-0.31,1.59,-20.63,9.58,0,0,0.83
-1,-0.04,-0.45,6.41,-4.39,1.1,0.23,0.3,0.08
-1,-0.04,-0.54,8.91,-17.33,-6.71,0.35,0.34,0
-0.87,0.06,-0.73,11.84,-46.14,-9.64,0,0,0
-0.83,0.32,-0.94,8.3,82.03,7.75,0,0,0
-1.04,-0.12,-0.4,26.55,-28.26,14.16,0,0,0.61
-1.04,-0.09,-0.47,35.77,-16.36,6.1,0.24,0.31,0
-0.9,-0.01,-0.78,0,-41.75,-5.92,0,0,0
-1.07,0.06,-1.02,-67.75,195.25,1.95,0,0,0
-1.08,0.19,-0.18,-25.27,-6.53,0.92,0,0,0.67
-1,-0.29,-0.47,-8.91,-15.14,2.87,0,0,0.61
-0.99,-0.05,-0.53,-1.22,-10.8,-0.55,0.29,0.23,0
-0.93,0.04,-0.71,-8.67,-28.32,-13.98,0,0,0
-0.86,0.04,-0.54,-15.63,39.98,-2.01,0,0,0
-0.87,0.18,-0.07,-64.58,3.17,-21.61,0,0,0.19
-1.02,-0.09,-0.3,18.55,-21.36,12.94,0,0,0.83
-1.05,0.11,-0.4,-14.47,2.01,-8.3,0,0.14,0.33
-1,-0.11,-0.51,22.64,-11.66,7.2,0.12,0.23,0
-1,-0.05,-0.52,-14.16,-6.1,-12.08,0.17,0.24,0.05
-0.89,0.03,-0.74,18.37,-32.96,-0.18,0,0,0
-1.05,0.23,-0.45,330.81,-20.02,115.66,0,0,0.46
-1.04,0.06,-0.33,-35.16,-5.43,-4.09,0,0.13,0.63
-0.93,-0.1,-0.5,5.13,-4.21,7.08,0.2,0.41,0.09
-0.93,0.09,-0.67,17.46,-36.62,-12.45,0,0,0
-1.14,0.39,-0.76,83.25,230.35,1.95,0,0,0
-1.05,-0.01,-0.21,26.98,-29.3,20.32,0,0,0.61
-1.03,-0.02,-0.37,6.41,-8.97,3.11,0,0,0.89
-0.98,-0.08,-0.44,-6.53,-4.7,-3.54,0.23,0.11,0.38
-0.94,-0.06,-0.68,-22.22,-21.61,-11.35,0.27,0.17,0
-1.12,0.07,-0.78,6.47,-76.05,14.53,0,0,0
-0.83,0.19,0.02,-83.13,-12.45,-21.67,0,0,0.16
-0.98,0.01,-0.25,32.04,-22.09,24.11,0,0,0.64
-1.01,-0.09,-0.47,-3.23,-10.68,-4.46,0.16,0.22,0.14
-0.99,-0.04,-0.68,3.23,-28.32,-10.62,0.05,0.27,0
-0.77,-0.15,-0.54,-80.93,66.65,-23.86,0,0,0
-1.07,0.31,-0.06,-31.43,-24.78,-12.08,0,0,0.46
-0.96,0.05,-0.27,16.85,-27.89,23.01,0,0,0.72
-0.99,0.1,-0.41,-16.42,-15.99,0.92,0.07,0.28,0.2
-0.97,-0.04,-0.72,2.75,-31.98,-11.72,0,0.26,0
-1,0.25,-0.46,-23.8,217.35,-17.7,0,0,0
-1.04,-0.16,-0.2,32.35,-31.37,27.28,0,0,0.66
-1.03,-0.1,-0.43,8.3,-6.59,-1.22,0.04,0.07,0.68
-0.98,-0.07,-0.58,6.29,-22.34,-5.13,0.31,0.38,0
-0.87,0.02,-0.78,15.63,-38.51,-0.67,0,0,0
-1.03,0.08,-0.82,-109.37,147.83,-43.58,0,0,0
-1.05,-0.03,-0.18,3.72,-16.11,4.52,0,0,0.85
-1.01,-0.02,-0.4,-6.9,-2.08,-1.4,0,0,1.01
-1,-0.11,-0.51,-10.31,-21.06,-14.77,0.08,0.19,0.11
-0.87,0.02,-0.76,15.44,-26,-4.09,0,0,0
-1.04,-0.04,-0.99,-85.02,173.71,-5.74,0,0,0
-1.07,0.03,-0.18,13.37,-21.42,16.66,0,0,0.82
-1.02,-0.2,-0.42,10.56,-9.89,0.79,0,0,0.83
-0.94,-0.06,-0.5,-2.75,-11.72,-1.53,0.27,0.27,0
-0.89,-0.01,-0.67,2.38,-15.99,-8.85,0.08,0.15,0
-0.93,0.08,-0.85,70.19,-48.58,27.95,0,0,0
-0.82,0.09,-0.1,7.32,-3.85,21.73,0,0,0
-1.04,0.02,-0.32,6.04,-15.26,8.18,0,0,0.92
-1.03,-0.11,-0.44,-9.34,-7.32,-0.79,0,0,0.72
-0.99,-0.04,-0.45,11.6,-19.04,5.37,0.17,0.21,0.1
-0.93,0.01,-0.67,2.44,-11.11,-3.66,0,0.26,0
-0.87,0.04,-0.92,96.62,-68.91,49.13,0,0,0
-1.15,0.34,0.29,49.32,5.37,6.16,0,0,0
-1.22,0.17,-0.32,-24.41,-9.58,-4.58,0,0,0.63
-0.99,-0.04,-0.44,5.43,-12.08,5.37,0.13,0.18,0.34
-1,-0.05,-0.67,19.59,-21.73,3.42,0.41,0.4,0
-0.87,0.18,-0.8,156.92,21,71.59,0,0,0
-1.08,0.17,-0.21,-163.76,9.89,-82.21,0,0,0.32
-0.97,-0.02,-0.42,41.87,-23.56,29.11,0,0.05,0.51
-0.98,-0.05,-0.56,6.71,-13.06,-2.2,0.35,0.27,0
-0.84,0.09,-0.79,15.75,-50.72,-4.7,0,0,0
-1.09,0.28,-0.71,-102.17,169.19,-7.2,0,0,0
-1.02,0.08,-0.12,-3.91,-22.4,6.9,0,0,0.56
-1.05,-0.02,-0.37,-8.24,-14.28,-1.65,0,0,0.74
-1.05,-0.03,-0.43,-14.59,-0.61,-11.96,0.2,0.08,0.4
-1,-0.01,-0.6,7.63,-30.82,-8.48,0.34,0.27,0
-0.96,0.14,-0.71,15.44,-73.3,7.26,0,0,0
-0.78,0.19,-0.63,71.35,47.97,23.74,0,0,0
