accelX,accelY,accelZ,gyroX,gyroY,gyroZ,fsr1,fsr2,fsr3
-0.07,0.99,-0.01,11.54,0.18,10.07,0.05,0.13,0.00
-0.16,1.06,0.07,-106.45,-47.24,3.97,0.00,0.00,0.00
-0.32,0.89,-0.41,27.89,-8.06,-62.26,0.00,0.00,0.00
-0.05,0.99,0.00,20.51,2.08,-6.47,0.28,0.23,0.00
0.00,0.88,0.27,40.47,-8.54,-1.59,0.00,0.00,0.00
-0.02,1.17,0.75,-259.70,-7.51,32.65,0.00,0.00,0.00
-0.19,0.95,-0.22,26.92,-17.94,-29.54,0.00,0.00,0.00
0.02,0.97,0.06,23.74,-2.26,-3.72,0.26,0.22,0.00
-0.02,0.87,0.26,47.36,-6.77,-10.86,0.00,0.00,0.00
-0.13,1.10,0.24,-182.92,85.39,63.23,0.00,0.00,0.00
-0.12,1.01,-0.28,21.79,-3.60,-27.04,0.00,0.00,0.00
0.02,0.98,-0.04,15.38,-2.56,-3.11,0.00,0.20,0.00
0.01,0.97,0.07,24.90,1.40,-0.31,0.21,0.33,0.00
-0.05,0.87,0.29,38.88,-11.47,1.34,0.00,0.00,0.00
-0.10,0.73,0.69,-125.61,459.66,257.75,0.00,0.00,0.00
-0.05,0.92,-0.15,-19.10,-13.18,-11.29,0.00,0.00,0.00
-0.20,0.97,-0.17,37.23,-22.77,17.33,0.00,0.00,0.00
-0.18,0.92,0.01,-96.13,43.52,25.94,0.00,0.00,0.00
-0.14,1.01,-0.20,24.72,3.42,-20.02,0.00,0.00,0.00
0.05,0.95,-0.07,15.81,-11.78,-5.92,0.00,0.13,0.00
-0.03,0.92,0.08,29.17,-7.08,-0.37,0.10,0.32,0.00
-0.22,1.07,0.23,86.36,-55.05,-53.47,0.00,0.00,0.00
-0.06,0.72,0.41,49.62,-79.35,-38.39,0.00,0.00,0.00
-0.12,0.99,-0.14,28.38,-6.47,-8.00,0.00,0.12,0.00
-0.02,0.99,0.19,50.72,-3.23,5.25,0.15,0.42,0.00
-0.04,1.10,0.45,-192.93,-38.33,4.21,0.00,0.00,0.00
0.03,1.04,0.02,10.68,32.90,3.11,0.00,0.00,0.00
-0.23,0.98,0.08,38.76,-50.23,22.64,0.00,0.00,0.00
-0.11,0.95,-0.10,45.10,-99.55,-41.56,0.00,0.00,0.00
0.13,0.88,0.23,3.91,-0.85,-1.28,0.00,0.00,0.00
0.12,0.88,0.24,2.69,0.18,-0.98,0.00,0.00,0.00
0.12,0.87,0.24,2.87,0.79,-1.10,0.00,0.00,0.00
0.12,0.87,0.24,3.05,-0.24,-0.37,0.00,0.00,0.00
0.13,0.87,0.24,2.32,-1.53,-0.92,0.00,0.00,0.00
0.11,0.89,0.21,-6.96,-3.72,-5.07,0.00,0.00,0.00
0.11,0.92,0.07,-8.97,-0.12,-0.79,0.00,0.00,0.00
0.10,0.94,0.06,13.67,-2.32,1.16,0.00,0.00,0.00
0.13,0.92,0.14,2.99,0.18,-0.61,0.00,0.00,0.00
0.11,0.92,0.15,2.01,0.37,-0.18,0.00,0.00,0.00
0.12,0.92,0.15,-0.37,2.56,-1.40,0.00,0.00,0.00
0.10,0.93,0.17,4.82,1.10,-2.14,0.00,0.00,0.00
0.22,0.91,0.09,-4.33,2.44,-1.53,0.00,0.00,0.00
0.15,0.92,0.11,-3.11,12.15,-1.83,0.00,0.00,0.00
0.04,0.10,-1.24,7.02,0.61,2.81,0.00,0.00,0.00
0.04,0.10,-1.24,-3.30,-4.70,-1.77,0.00,0.00,0.00
-0.15,0.04,-1.15,-13.24,42.97,24.60,0.00,0.00,0.00
0.05,0.08,-1.24,-0.31,-2.99,15.38,0.00,0.00,0.00
-0.04,0.09,-1.28,11.72,-0.18,-1.65,0.00,0.00,0.00
-0.06,0.14,-1.25,4.27,-3.11,0.37,0.00,0.00,0.00
-0.07,0.14,-1.24,3.91,0.79,0.37,0.00,0.00,0.00
-0.08,0.16,-1.24,0.61,-2.93,1.04,0.00,0.00,0.54
-0.08,0.16,-1.23,4.46,1.16,-0.37,0.00,0.00,0.75
-0.06,0.17,-1.23,4.64,0.98,-1.89,0.00,0.00,0.28
-0.05,0.23,-1.26,14.53,5.00,-4.27,0.00,0.00,0.00
-0.19,0.18,-1.22,-7.08,71.41,32.17,0.00,0.00,0.00
-0.38,0.20,-1.21,-11.11,-1.53,-16.17,0.00,0.00,0.00
-0.30,0.18,-1.21,5.62,-39.31,-3.48,0.00,0.00,0.00
-0.17,0.24,-1.18,-2.08,-4.88,-4.88,0.00,0.00,0.00
-0.18,0.20,-1.26,9.77,5.62,-8.24,0.00,0.00,0.00
-0.15,0.31,-1.31,-4.27,7.45,3.17,0.00,0.00,0.00
-0.16,0.25,-1.30,49.32,9.16,-19.41,0.00,0.00,0.00
-0.19,0.21,-1.20,7.20,4.64,-0.43,0.00,0.00,0.00
-0.15,0.19,-1.20,5.31,3.66,-2.56,0.00,0.00,0.00
-0.23,0.25,-1.21,1.46,1.10,2.01,0.00,0.00,0.00
-0.03,0.07,-1.25,2.99,0.00,-0.37,0.00,0.00,0.00
-0.04,0.07,-1.25,3.11,-0.49,-0.43,0.00,0.00,0.00
-0.03,0.08,-1.26,2.87,0.37,-0.73,0.60,0.00,0.00
-0.03,0.08,-1.25,2.93,0.24,-0.85,0.59,0.00,0.00
-0.03,0.08,-1.24,2.93,-0.06,0.18,0.18,0.00,0.00
-0.03,0.08,-1.25,2.75,0.06,-0.43,0.00,0.66,0.00
-0.03,0.07,-1.24,2.56,0.18,-0.73,0.00,0.72,0.00
-0.04,0.09,-1.25,2.87,0.18,-0.55,0.00,0.00,0.00
-0.07,0.06,-1.25,8.30,-10.80,0.79,0.00,0.00,0.00
