accelX,accelY,accelZ,gyroX,gyroY,gyroZ,fsr1,fsr2,fsr3
-0.46,1.13,-0.17,41.75,-31.19,0.79,0.00,0.00,0.00
-0.21,0.97,-0.11,15.81,30.94,-10.86,0.00,0.00,0.85
-0.07,0.75,0.30,9.09,55.11,5.25,0.00,0.24,0.00
-0.39,0.90,0.20,67.93,2.93,4.94,0.00,0.00,0.00
-0.46,0.95,0.28,-123.23,-28.69,-17.88,0.00,0.00,0.00
-0.18,0.99,-0.04,31.25,-10.01,-11.84,0.00,0.00,0.89
-0.26,0.98,0.20,56.52,-31.68,0.55,0.18,0.25,0.00
-0.24,0.67,0.18,-84.96,67.63,11.90,0.00,0.00,0.00
-0.44,1.18,-0.11,52.73,42.60,-10.68,0.00,0.00,0.56
-0.29,0.95,0.02,41.44,-17.27,-8.67,0.08,0.18,0.05
-0.55,0.98,0.22,113.71,-47.18,-6.29,0.00,0.00,0.00
-0.16,0.85,0.14,-81.73,129.21,17.15,0.00,0.00,0.00
-0.36,0.96,-0.06,-5.43,39.06,7.93,0.00,0.00,0.91
-0.09,0.79,0.30,-41.69,324.16,82.03,0.00,0.00,0.00
-0.34,1.14,-0.72,14.04,13.49,2.50,0.00,0.00,0.27
-0.23,0.92,-0.05,19.23,14.16,-4.82,0.32,0.20,0.41
-0.24,0.94,0.09,28.63,1.10,1.46,0.34,0.32,0.00
-0.48,0.87,0.29,104.37,-78.98,-32.23,0.00,0.00,0.00
-0.26,1.17,-0.34,5.92,8.12,-9.03,0.00,0.00,0.00
-0.24,1.00,-0.03,24.48,1.16,-3.78,0.11,0.09,0.58
-0.28,0.97,0.06,32.29,-4.82,5.13,0.12,0.34,0.00
-0.20,0.69,0.01,-67.38,10.19,-20.87,0.00,0.00,0.00
-0.17,0.98,-0.45,23.13,13.73,-9.46,0.00,0.00,0.22
-0.25,0.97,0.00,10.31,36.93,9.52,0.05,0.14,0.70
-0.25,0.81,0.22,43.46,-37.29,-17.70,0.13,0.39,0.00
-0.70,0.88,-0.13,-8.36,-240.54,-90.15,0.00,0.00,0.00
-0.38,1.00,-0.10,33.33,-15.26,-26.00,0.00,0.00,0.75
-0.29,0.93,0.01,16.85,4.39,-1.65,0.23,0.11,0.49
-0.35,0.84,0.24,51.64,-2.56,9.52,0.00,0.00,0.00
-0.32,0.92,0.67,-200.13,-73.49,-82.15,0.00,0.00,0.00
-0.10,0.94,-0.14,42.30,-9.52,-16.36,0.00,0.00,0.55
-0.26,0.94,0.01,22.71,-4.09,-1.71,0.24,0.40,0.14
-0.44,0.82,0.19,56.52,-6.04,14.34,0.00,0.24,0.00
-0.47,0.86,0.36,-224.67,70.19,10.86,0.00,0.00,0.00
-0.41,0.92,-0.17,30.09,3.05,-13.31,0.00,0.07,0.69
-0.30,0.94,0.07,42.79,1.46,8.18,0.22,0.30,0.00
-0.35,0.58,-0.00,-73.55,-18.55,14.10,0.00,0.00,0.00
-0.46,0.80,0.27,-81.54,87.10,-61.46,0.00,0.00,0.20
-0.33,0.90,-0.00,3.05,26.61,18.07,0.27,0.26,0.48
-0.50,0.86,0.06,-138.00,160.95,43.21,0.00,0.00,0.00
-0.36,0.97,-0.40,46.57,38.45,-1.16,0.00,0.00,0.58
-0.30,1.01,-0.01,18.31,-1.89,-0.31,0.00,0.14,0.82
-0.40,0.90,0.19,71.04,5.13,17.09,0.00,0.00,0.00
-0.52,0.82,0.51,-181.15,50.35,-3.66,0.00,0.00,0.00
-0.29,0.99,-0.10,17.76,35.16,-5.07,0.00,0.00,0.90
-0.26,0.98,0.03,38.39,8.24,9.09,0.23,0.33,0.05
-0.37,0.74,0.42,116.82,-82.28,-26.79,0.00,0.00,0.00
-0.40,1.17,-0.28,-4.52,75.50,49.93,0.00,0.00,0.09
-0.46,1.01,-0.13,4.33,55.05,31.19,0.00,0.05,0.68
-0.39,0.93,0.18,51.27,-146.79,-9.95,0.00,0.00,0.24
-0.50,0.79,-0.46,49.13,-33.39,-50.42,0.00,0.00,0.35
-0.18,0.96,-0.06,34.24,-69.95,-10.74,0.00,0.00,0.96
-0.27,0.93,0.05,32.96,3.85,3.23,0.07,0.27,0.00
-0.31,0.60,0.63,106.38,-56.21,-23.38,0.00,0.00,0.00
-0.11,0.74,-0.24,34.12,77.70,-25.57,0.00,0.00,0.55
-0.19,0.96,-0.05,18.13,-10.99,-5.80,0.07,0.07,0.61
-0.17,0.92,0.15,32.29,-5.25,8.79,0.00,0.39,0.00
-0.10,0.64,0.16,5.62,-17.15,-7.69,0.00,0.00,0.00
-0.23,0.91,-0.43,15.38,78.43,2.38,0.00,0.00,0.42
-0.20,0.98,-0.04,21.79,11.23,1.53,0.07,0.07,0.63
-0.28,0.94,0.21,37.60,14.53,18.86,0.00,0.19,0.00
