accelX,accelY,accelZ,gyroX,gyroY,gyroZ,fsr1,fsr2,fsr3
-0.11,0.87,0.22,-14.71,30.33,7.69,0.00,0.00,0.00
-0.02,0.95,-0.03,2.81,27.22,3.23,0.00,0.35,0.00
-0.02,1.11,0.47,84.41,-15.93,-49.50,0.00,0.00,0.00
-0.11,0.92,-0.04,-57.98,-36.99,13.98,0.00,0.26,0.00
0.11,0.81,0.02,61.28,16.54,-16.85,0.00,0.29,0.00
0.10,0.91,0.33,-26.79,-18.68,10.44,0.31,0.62,0.00
0.24,0.94,0.53,82.34,35.03,-45.17,0.00,0.17,0.00
0.22,0.98,0.15,-45.10,-45.47,14.65,0.00,0.31,0.00
0.07,0.87,0.10,32.53,10.50,-6.35,0.18,0.52,0.00
1.12,0.56,2.07,27.89,3.78,-15.87,0.00,0.00,0.00
-0.02,0.97,-0.03,24.78,5.19,-11.90,0.28,0.65,0.00
0.25,0.85,0.49,-173.40,-93.51,90.21,0.00,0.00,0.00
0.06,0.96,0.04,8.61,-11.78,-6.47,0.37,0.69,0.00
-0.20,0.64,0.10,-87.04,-44.92,15.50,0.00,0.00,0.00
0.10,1.05,0.14,22.40,-29.66,-29.60,0.42,0.57,0.00
-0.08,0.77,0.62,-33.63,-338.01,-138.24,0.00,0.00,0.00
-0.08,1.02,-0.06,-46.08,-38.51,2.26,0.00,0.26,0.34
-0.03,0.99,-0.09,65.98,-6.47,-30.46,0.00,0.30,0.46
0.42,1.10,0.42,-19.65,-113.16,-46.02,0.00,0.42,0.00
0.11,0.95,0.07,36.56,2.32,-14.53,0.15,0.61,0.00
0.55,0.89,0.71,-97.05,52.37,22.22,0.00,0.00,0.00
-0.06,0.99,-0.02,16.60,-0.43,-8.42,0.00,0.40,0.19
-0.23,0.82,0.00,-75.13,11.54,59.27,0.00,0.00,0.00
-0.09,0.99,-0.24,10.07,18.86,-5.31,0.00,0.19,0.55
-0.10,1.00,0.13,106.14,22.09,-35.03,0.00,0.28,0.00
0.26,0.90,0.14,-23.44,-13.67,-7.45,0.06,0.44,0.00
-0.01,0.90,-0.00,27.22,-9.03,-5.13,0.09,0.51,0.00
0.52,1.04,1.09,-122.13,-57.25,-21.42,0.00,0.00,0.00
0.10,0.91,0.06,8.79,11.29,-8.79,0.20,0.55,0.00
-0.24,0.80,0.51,-22.58,-309.94,-108.15,0.00,0.00,0.00
-0.06,0.96,-0.17,-22.46,-27.04,2.81,0.00,0.00,0.34
-0.09,0.88,-0.16,68.48,18.13,-23.62,0.00,0.14,0.47
0.16,1.04,0.25,-15.26,-35.22,-17.46,0.07,0.40,0.00
-0.05,0.86,-0.24,49.26,-6.59,-11.72,0.00,0.40,0.15
-0.05,0.90,-0.00,10.80,76.23,-4.76,0.00,0.00,0.00
0.08,0.97,0.04,22.34,-24.66,-9.58,0.00,0.58,0.00
0.25,1.05,0.41,-175.66,-67.38,99.06,0.00,0.00,0.00
-0.02,0.94,-0.03,2.44,-33.39,-7.57,0.10,0.52,0.00
-0.14,0.80,-0.12,-30.76,66.59,16.60,0.00,0.00,0.00
-0.03,1.07,-0.12,-31.13,-4.94,6.96,0.12,0.42,0.19
-0.07,1.11,-0.09,90.94,-2.93,-21.48,0.04,0.39,0.20
-0.30,0.85,0.53,-0.12,223.02,81.48,0.13,0.37,0.00
-0.02,0.75,0.03,27.53,-57.07,-30.58,0.00,0.41,0.00
0.07,1.09,0.06,-3.60,48.10,3.85,0.00,0.00,0.00
-0.06,1.01,-0.04,8.24,8.12,-9.09,0.00,0.23,0.49
-0.18,0.75,-0.09,0.55,34.00,-2.56,0.00,0.00,0.00
-0.05,1.08,-0.06,-26.73,-31.43,-3.42,0.04,0.38,0.15
0.35,1.07,0.51,99.85,-30.40,-53.96,0.00,0.00,0.00
0.09,0.89,0.14,-36.50,-0.67,19.53,0.00,0.41,0.00
-0.10,1.04,0.10,38.94,11.96,-7.93,0.00,0.53,0.00
0.82,0.25,1.19,32.65,57.74,-65.49,0.00,0.00,0.00
0.03,0.99,0.00,16.97,-2.14,-7.08,0.15,0.44,0.14
-0.18,0.78,-0.08,-35.16,72.20,19.90,0.00,0.00,0.00
-0.10,1.02,0.00,-37.23,-4.70,3.60,0.14,0.39,0.12
-0.04,0.92,0.06,67.20,-3.66,-17.40,0.14,0.67,0.00
-0.14,0.30,0.25,-0.18,33.69,30.33,0.00,0.11,0.00
0.12,0.85,0.11,25.09,-21.06,-10.50,0.00,0.54,0.00
