accelX,accelY,accelZ,gyroX,gyroY,gyroZ,fsr1,fsr2,fsr3
-0.10,0.99,-0.08,2.81,-23.44,-2.56,0.00,0.00,0.81
-0.04,0.97,-0.06,31.62,15.14,0.85,0.00,0.00,0.52
-0.20,1.65,0.54,26.00,23.68,110.60,0.00,0.00,0.00
0.04,0.85,0.04,47.91,-42.36,-4.76,0.00,0.09,0.00
0.15,1.01,-0.11,61.16,41.50,-70.37,0.00,0.00,0.00
0.13,0.91,-0.06,29.30,-87.71,-15.99,0.00,0.08,0.45
-0.17,0.79,-0.08,-140.32,43.52,17.58,0.00,0.00,0.00
-0.41,1.10,-0.08,36.32,9.16,-18.55,0.00,0.00,0.46
-0.33,1.45,0.16,150.51,-0.49,-61.65,0.00,0.00,0.00
0.35,0.92,0.44,-11.05,50.54,46.57,0.00,0.13,0.00
0.03,1.13,-0.02,26.43,-9.83,-11.47,0.00,0.18,0.09
-0.15,0.76,-0.03,-120.48,4.15,27.40,0.00,0.00,0.00
-0.01,0.94,0.00,-15.38,52.06,24.23,0.25,0.55,0.00
-0.28,0.56,0.41,-62.07,-419.92,-211.67,0.00,0.00,0.00
-0.03,0.97,0.06,-38.33,5.68,40.83,0.00,0.00,0.53
-0.05,0.98,-0.13,45.84,13.24,-13.73,0.00,0.00,0.74
-0.42,1.77,0.27,29.42,-14.22,75.50,0.00,0.00,0.00
-0.06,0.95,-0.05,27.04,-43.70,-19.65,0.00,0.05,0.17
0.20,0.78,0.28,-190.06,-65.06,91.06,0.00,0.00,0.00
0.05,0.83,-0.00,22.40,-50.72,-29.05,0.05,0.32,0.14
0.13,0.56,0.09,-119.02,61.71,24.96,0.00,0.00,0.00
0.01,0.99,0.07,19.29,150.27,-10.62,0.00,0.19,0.21
-0.36,1.28,-0.35,170.35,-66.28,-53.65,0.00,0.24,0.00
0.67,1.10,0.46,16.66,-12.39,32.47,0.00,0.16,0.00
-0.17,0.91,-0.02,31.86,-21.06,-6.96,0.20,0.42,0.00
-0.13,0.47,0.43,-39.73,-156.92,-75.56,0.00,0.00,0.00
0.11,0.96,-0.06,7.81,21.73,17.88,0.00,0.12,0.19
-0.37,0.50,0.25,-22.03,-46.14,-14.16,0.00,0.00,0.00
-0.07,0.95,0.09,-50.05,-42.97,32.90,0.00,0.16,0.00
-0.30,1.29,-0.11,120.24,-21.73,-44.98,0.00,0.09,0.00
0.63,1.01,0.36,-21.06,7.81,33.57,0.00,0.00,0.00
-0.11,0.96,-0.05,31.43,-30.52,-14.40,0.00,0.19,0.40
0.62,0.50,1.33,-79.65,30.21,23.50,0.00,0.00,0.00
0.26,0.88,-0.01,27.71,-89.90,-16.05,0.00,0.00,0.00
-0.10,0.96,-0.02,79.41,-4.46,-4.52,0.00,0.17,0.09
0.37,1.05,0.33,4.15,-49.13,27.89,0.06,0.39,0.00
0.01,0.90,0.06,31.62,-35.64,-11.35,0.05,0.44,0.00
0.45,0.69,0.83,-169.43,-86.49,3.30,0.00,0.00,0.00
0.10,0.98,-0.00,-2.32,-7.57,0.43,0.12,0.47,0.00
0.33,1.08,0.19,-5.25,-169.86,-91.86,0.00,0.00,0.00
0.29,0.79,0.33,-43.82,30.52,49.32,0.00,0.10,0.00
0.08,0.93,-0.00,41.38,13.98,-5.62,0.00,0.00,0.44
0.72,0.90,0.43,85.69,-163.45,-160.34,0.00,0.00,0.00
0.04,0.91,-0.04,11.60,38.94,6.35,0.00,0.12,0.16
0.25,0.94,0.54,-188.42,-142.15,68.05,0.00,0.00,0.00
0.07,0.99,-0.01,19.35,-42.48,-26.67,0.00,0.09,0.49
-0.09,0.37,-0.06,-109.13,49.56,34.00,0.00,0.00,0.00
-0.12,0.86,-1.04,-12.51,47.42,56.64,0.09,0.34,0.25
0.21,0.93,-0.05,-0.92,137.88,-15.20,0.00,0.00,0.00
0.18,0.97,0.12,-38.45,17.03,17.03,0.09,0.28,0.19
0.16,0.95,0.63,92.65,-69.89,-96.31,0.00,0.00,0.00
0.37,1.02,0.41,11.66,-154.54,-24.35,0.00,0.00,0.00
