accelX,accelY,accelZ,gyroX,gyroY,gyroZ,fsr1,fsr2,fsr3
-0.98,0.30,-0.26,7.08,2.75,-2.01,0.00,0.00,0.86
-0.96,0.27,-0.26,-4.33,-4.03,7.26,0.00,0.00,0.60
-1.00,-0.19,-0.43,36.44,-21.48,14.22,0.00,0.00,1.32
-0.83,0.21,-0.49,59.51,95.64,-23.13,0.00,0.00,0.00
-0.93,-0.44,-0.55,-37.48,-29.42,30.40,0.00,0.00,1.39
-1.33,0.54,-0.05,95.46,-159.12,76.48,0.00,0.00,0.00
-1.22,0.13,-0.46,-72.94,-35.64,18.49,0.00,0.00,0.59
-1.10,0.07,-0.51,11.11,-84.90,10.86,0.00,0.00,0.31
-0.83,0.08,-0.64,-28.26,-4.58,14.28,0.00,0.00,0.00
-1.03,0.14,-0.42,-17.15,-14.71,9.46,0.00,0.20,0.59
-1.08,0.13,-0.51,1.53,-26.31,-26.25,0.00,0.11,0.49
-0.97,0.33,-0.43,12.76,4.88,-7.26,0.00,0.00,0.24
-0.94,0.34,-0.44,-4.03,2.99,-3.05,0.00,0.00,0.10
-0.94,-0.10,-0.77,-176.15,-18.68,-17.03,0.00,0.00,0.00
-1.07,0.26,-0.44,-17.70,-13.85,-18.25,0.00,0.00,0.00
-1.08,-0.13,-0.87,2.50,25.09,15.32,0.00,0.00,0.64
-1.46,-0.49,-1.01,-150.57,-120.67,-48.52,0.00,0.00,0.14
-1.03,0.33,-0.23,-17.70,-19.10,14.89,0.00,0.00,0.41
-1.10,0.13,-0.56,-4.52,-25.27,24.78,0.00,0.09,1.38
-0.95,0.08,-0.47,17.40,-24.35,21.55,0.00,0.57,0.61
-0.82,-0.35,-0.99,42.85,-55.24,63.42,0.00,0.00,0.00
-1.12,0.50,0.09,-22.16,35.77,-17.09,0.00,0.00,0.30
-1.17,0.29,-0.12,13.98,-47.97,19.71,0.00,0.00,0.00
-0.94,0.22,-0.52,2.14,-7.20,13.73,0.00,0.00,0.00
-1.07,-0.08,-0.48,-37.17,11.78,-3.48,0.11,0.34,0.42
-0.95,-0.04,-0.63,-15.14,-25.02,1.04,0.00,0.00,1.24
-1.02,-0.18,-1.03,63.72,223.82,-110.90,0.00,0.00,0.00
-1.04,0.24,-0.23,-2.20,-5.62,4.52,0.00,0.00,0.81
-1.20,0.22,-0.25,-16.91,-53.16,44.62,0.00,0.00,0.65
-0.94,-0.03,-0.62,-20.20,8.91,7.75,0.00,0.22,0.00
-0.96,-0.01,-0.31,1.77,4.82,-5.00,0.11,0.05,1.11
-1.18,-0.20,-0.79,-38.51,-152.71,18.55,0.00,0.00,0.00
-1.03,-0.04,-1.13,-70.43,12.39,38.02,0.00,0.00,0.65
-0.96,0.08,-0.60,7.87,-13.00,-10.38,0.14,0.06,0.40
-0.86,-0.24,-0.99,-25.15,23.13,2.99,0.00,0.00,0.11
-1.00,0.02,-0.69,14.28,126.46,-56.09,0.00,0.00,0.00
-1.01,0.19,-0.34,-20.32,-1.16,3.97,0.00,0.00,1.02
-0.98,0.33,-0.23,-14.40,-4.88,1.89,0.00,0.00,1.02
-1.00,0.05,-0.45,10.80,-19.17,19.65,0.05,0.00,0.74
-0.95,-0.03,-0.62,7.02,-2.87,2.32,0.48,0.11,0.00
-1.03,-0.10,-0.59,3.17,1.83,-0.92,0.51,0.40,0.00
-1.08,-0.06,-0.55,-14.71,1.16,-13.31,0.57,0.63,0.00
-0.91,0.53,-0.17,3.11,13.49,-9.95,0.00,0.00,0.58
-0.99,0.37,-0.25,-0.85,-5.98,-0.37,0.00,0.00,0.25
