accelX,accelY,accelZ,gyroX,gyroY,gyroZ,fsr1,fsr2,fsr3,fsr4,label
-0.23,0.49,-1.10,3.11,0.06,-0.61,0.00,0.00,0.00,0.00,Normal
-0.22,0.49,-1.11,2.99,-0.18,-0.85,0.00,0.00,0.00,0.00,Normal
-0.23,0.49,-1.10,2.87,0.12,-0.79,0.00,0.00,0.00,0.00,Normal
-0.23,0.49,-1.11,3.11,0.00,-0.67,0.00,0.00,0.00,0.00,Normal
-0.23,0.49,-1.10,2.93,0.18,-0.73,0.00,0.00,0.00,0.00,Normal
-0.23,0.49,-1.10,3.05,-0.24,-1.16,0.00,0.00,0.00,0.00,Normal
-0.22,0.49,-1.10,3.05,0.00,-0.73,0.00,0.00,0.00,0.00,Normal
-0.23,0.49,-1.10,2.99,0.31,-0.55,0.00,0.00,0.00,0.00,Normal
-0.23,0.49,-1.11,2.99,0.24,-0.67,0.00,0.00,0.00,0.00,Normal
-0.22,0.49,-1.10,3.05,0.06,-0.85,0.00,0.00,0.00,0.00,Normal
-0.22,0.49,-1.11,3.11,-0.24,-0.67,0.00,0.00,0.00,0.00,Normal
-0.22,0.49,-1.10,3.11,0.00,-0.85,0.00,0.00,0.00,0.00,Normal
-0.22,0.49,-1.10,2.99,-0.18,-0.79,0.00,0.00,0.00,0.00,Normal
-0.23,0.49,-1.10,2.93,-0.06,-0.67,0.00,0.00,0.00,0.00,Normal
-0.22,0.49,-1.10,3.17,0.12,-0.73,0.00,0.00,0.00,0.00,Normal
-0.23,0.49,-1.10,3.05,-0.24,-0.85,0.00,0.00,0.00,0.00,Normal
-0.22,0.49,-1.10,2.93,-0.18,-0.92,0.00,0.00,0.00,0.00,Normal
-0.23,0.47,-1.11,3.42,0.37,-1.04,0.00,0.00,0.00,0.00,Normal
-0.20,0.51,-1.11,18.43,-6.77,9.34,0.00,0.00,0.00,0.00,Normal
-0.25,0.41,-1.01,-4.33,5.68,31.43,0.00,0.00,0.00,0.00,Normal
0.09,0.17,-1.23,2.81,0.18,-0.79,0.00,0.00,0.00,0.00,Normal
0.09,0.17,-1.23,3.05,0.18,-0.31,0.00,0.00,0.00,0.00,Normal
0.09,0.17,-1.23,3.17,-0.18,-0.49,0.00,0.00,0.00,0.00,Normal
0.09,0.17,-1.23,2.93,-0.06,-0.55,0.00,0.00,0.00,0.00,Normal
0.09,0.21,-1.22,1.46,-2.38,-0.67,0.00,0.00,0.00,0.00,Normal
-0.06,0.09,-1.37,2.87,26.18,1.28,0.00,0.00,0.00,0.00,Normal
-0.02,0.04,-1.26,3.48,1.28,-0.43,0.00,0.00,0.00,0.00,Normal
-0.03,0.03,-1.25,2.08,1.22,-0.55,0.00,0.00,0.00,0.00,Normal
-0.02,0.06,-1.25,6.77,-2.26,-0.85,0.00,0.00,0.00,0.00,Normal
-0.02,0.05,-1.25,2.87,0.12,-0.49,0.00,0.00,0.00,0.00,Normal
-0.02,0.05,-1.25,0.00,2.50,-0.37,0.00,0.00,0.00,0.00,Normal
-0.02,0.05,-1.25,2.69,1.53,-0.55,0.00,0.00,0.00,0.00,Normal
-0.01,0.06,-1.24,2.93,-0.12,-0.43,0.00,0.00,0.00,0.00,Normal
-0.01,0.06,-1.26,3.17,-0.12,-0.61,0.00,0.00,0.00,0.00,Normal
-0.01,0.06,-1.24,3.05,0.12,-0.49,0.00,0.00,0.00,0.00,Normal
-0.01,0.07,-1.24,3.36,-0.12,-0.49,0.00,0.00,0.00,0.00,Normal
