accelX,accelY,accelZ,gyroX,gyroY,gyroZ,fsr1,fsr2,fsr3,fsr4,label
-0.85,0.25,-0.47,58.65,29.48,11.66,0.00,0.00,0.00,0.00,2
-0.94,0.05,-0.29,11.66,-17.15,12.51,0.00,0.00,1.00,0.00,2
-1.03,0.05,-0.50,-12.57,-14.59,-11.29,0.25,0.16,0.00,0.00,2
-0.89,0.02,-0.75,10.31,-46.14,-0.18,0.00,0.00,0.00,0.00,2
-0.90,0.16,-0.96,-54.63,150.63,-67.08,0.00,0.00,0.00,0.00,2
-1.03,-0.02,-0.28,30.40,-24.41,30.03,0.00,0.00,1.03,0.00,2
-1.02,0.09,-0.43,-3.11,-13.00,-0.85,0.00,0.12,0.48,0.00,2
-0.90,0.07,-0.79,13.98,-55.42,7.26,0.00,0.00,0.00,0.00,2
-1.16,-0.09,-1.06,-32.78,222.47,6.41,0.00,0.00,0.00,0.00,2
-1.00,0.29,-0.14,-20.63,-24.41,8.79,0.00,0.00,0.77,0.00,2
-0.95,-0.10,-0.47,-21.55,-6.29,3.91,0.11,0.16,0.45,0.00,2
-0.98,-0.02,-0.55,5.62,-18.07,-1.89,0.40,0.33,0.00,0.00,2
-1.15,0.21,-0.75,110.60,-52.25,45.96,0.00,0.00,0.00,0.00,2
-1.32,-0.10,-0.02,-41.50,-6.29,11.84,0.00,0.00,0.00,0.00,2
-1.00,0.16,-0.21,18.37,-18.74,9.77,0.00,0.00,1.03,0.00,2
-0.95,-0.03,-0.49,-16.97,-10.86,-1.22,0.16,0.18,0.00,0.00,2
-0.85,0.02,-0.71,17.15,-23.25,0.43,0.00,0.00,0.00,0.00,2
-0.89,0.54,-0.73,38.51,193.24,-93.87,0.00,0.00,0.00,0.00,2
-1.01,0.08,-0.27,-12.63,-18.43,6.47,0.00,0.00,0.91,0.00,2
-1.00,0.03,-0.40,7.02,-13.18,10.38,0.00,0.09,0.29,0.00,2
-1.00,-0.07,-0.54,-5.31,-8.85,-1.89,0.29,0.23,0.00,0.00,2
-0.91,-0.00,-0.67,-9.09,-15.81,-11.72,0.12,0.00,0.00,0.00,2
-0.87,0.29,-0.66,36.44,-59.75,-1.28,0.00,0.00,0.00,0.00,2
-0.80,0.20,0.08,-80.69,0.24,-16.48,0.00,0.00,0.00,0.00,2
-1.00,0.08,-0.28,9.83,-18.49,17.76,0.00,0.00,0.90,0.00,2
-1.06,0.07,-0.41,-26.73,-4.03,-7.69,0.00,0.07,0.37,0.00,2
-1.01,0.02,-0.48,5.19,-0.85,-1.46,0.16,0.28,0.15,0.00,2
-0.96,0.00,-0.58,-1.04,-11.84,-1.34,0.29,0.34,0.00,0.00,2
-0.87,0.05,-0.78,8.79,-33.14,-3.30,0.00,0.00,0.00,0.00,2
-0.71,0.43,-1.09,191.77,127.93,82.64,0.00,0.00,0.00,0.00,2
-1.00,0.18,-0.30,58.96,-0.79,20.51,0.00,0.00,1.02,0.00,2
-1.01,-0.04,-0.14,27.71,-7.26,-12.82,0.00,0.00,0.00,0.00,2
-1.05,0.11,-0.33,-7.63,-18.74,13.24,0.00,0.00,0.94,0.00,2
-1.03,0.01,-0.46,-7.14,-5.62,0.37,0.18,0.16,0.14,0.00,2
-0.96,0.02,-0.56,2.14,-19.84,-1.59,0.24,0.37,0.00,0.00,2
-1.19,0.32,-0.72,52.31,-103.76,45.78,0.00,0.00,0.00,0.00,2
