accelX,accelY,accelZ,gyroX,gyroY,gyroZ,fsr1,fsr2,fsr3,fsr4,label
-0.97,0.32,-0.02,-18.62,-16.72,3.17,0.00,0.00,0.26,0.00,2
-1.03,-0.10,-0.41,13.67,-23.32,2.81,0.00,0.00,0.73,0.00,2
-0.95,0.01,-0.65,5.86,-35.22,-0.18,0.10,0.00,0.00,0.00,2
-0.65,-0.01,-1.13,61.95,-91.37,34.42,0.00,0.00,0.00,0.00,2
-1.07,0.01,-0.23,-9.58,-21.55,32.10,0.00,0.00,0.90,0.00,2
-0.92,0.09,-0.39,30.94,-13.92,12.63,0.16,0.04,0.32,0.00,2
-0.84,0.34,-0.37,-95.15,10.68,-96.37,0.12,0.18,0.27,0.00,2
-0.84,-0.44,-0.53,1.89,21.67,53.47,0.00,0.00,0.00,0.00,2
-0.90,0.36,-0.07,11.29,-23.13,-4.27,0.00,0.00,0.37,0.00,2
-1.09,0.12,-0.30,14.95,-19.78,10.62,0.00,0.00,0.50,0.00,2
-1.00,0.14,-0.52,-19.17,-16.72,-11.54,0.19,0.25,0.00,0.00,2
-0.94,0.15,-0.72,3.42,-70.13,4.94,0.00,0.00,0.00,0.00,2
-1.13,0.18,0.39,-141.72,11.35,-40.71,0.00,0.00,0.07,0.00,2
-1.02,0.16,-0.35,-7.75,-17.46,4.70,0.00,0.04,0.45,0.00,2
-0.97,-0.02,-0.55,7.20,-22.77,2.99,0.27,0.40,0.00,0.00,2
-0.98,0.17,-1.00,100.95,-98.33,62.26,0.00,0.00,0.00,0.00,2
-0.92,0.08,-0.13,-160.03,1.71,-33.63,0.00,0.00,0.37,0.00,2
-1.07,0.04,-0.27,-2.44,-12.33,7.14,0.00,0.00,0.86,0.00,2
-1.00,-0.05,-0.51,31.68,-18.74,-2.62,0.31,0.00,0.00,0.00,2
-0.95,0.02,-0.69,14.40,-38.57,2.81,0.00,0.00,0.00,0.00,2
-1.20,0.00,-1.08,53.04,213.56,41.63,0.00,0.00,0.00,0.00,2
