accelX,accelY,accelZ,gyroX,gyroY,gyroZ,fsr1,fsr2,fsr3,fsr4,label
0.02,0.04,-1.25,2.56,0.00,-0.67,0.00,0.00,0.16,0.00,Normal
0.01,0.04,-1.25,2.75,0.18,-0.85,0.00,0.00,0.11,0.00,Normal
0.02,0.04,-1.25,2.87,0.06,-0.98,0.00,0.00,0.11,0.00,Normal
0.01,0.04,-1.25,2.38,0.00,-0.61,0.00,0.00,0.12,0.00,Normal
0.01,0.04,-1.25,2.99,-0.06,-0.85,0.00,0.00,0.10,0.00,Normal
0.01,0.04,-1.25,2.62,-0.18,-0.43,0.00,0.00,0.10,0.00,Normal
0.01,0.05,-1.25,2.38,0.00,-0.55,0.00,0.00,0.09,0.00,Normal
0.02,0.04,-1.25,3.05,-0.06,-0.73,0.00,0.00,0.09,0.00,Normal
0.02,0.04,-1.25,2.99,0.24,0.12,0.00,0.00,0.06,0.00,Normal
0.01,0.05,-1.25,3.17,0.24,-0.61,0.00,0.00,0.00,0.00,Normal
0.01,0.05,-1.25,2.81,-0.37,-0.49,0.00,0.00,0.05,0.00,Normal
0.01,0.05,-1.25,2.62,0.12,-0.73,0.00,0.00,0.09,0.00,Normal
0.01,0.05,-1.25,2.99,0.18,-0.92,0.00,0.00,0.09,0.00,Normal
0.01,0.05,-1.25,2.75,-0.18,-0.55,0.00,0.00,0.09,0.00,Normal
0.01,0.05,-1.25,2.62,0.18,-0.79,0.00,0.00,0.09,0.00,Normal
0.01,0.05,-1.25,3.72,0.31,-0.73,0.00,0.00,0.10,0.00,Normal
0.01,0.05,-1.25,3.23,0.12,-0.73,0.28,0.00,0.00,0.00,Normal
0.01,0.06,-1.26,3.11,0.00,-0.31,0.35,0.00,0.00,0.00,Normal
0.01,0.06,-1.25,2.50,-0.06,-0.79,0.39,0.00,0.00,0.00,Normal
0.01,0.06,-1.25,3.05,-0.24,-0.67,0.37,0.00,0.00,0.00,Normal
0.01,0.05,-1.24,3.11,-0.55,-0.49,0.00,0.00,0.08,0.00,Normal
0.01,0.06,-1.25,3.05,-0.06,-0.73,0.00,0.00,0.08,0.29,Abnormal
0.01,0.06,-1.25,2.44,-0.24,-0.98,0.00,0.00,0.08,0.41,Abnormal
0.01,0.05,-1.25,2.32,-0.06,-0.92,0.00,0.00,0.05,0.37,Abnormal
0.01,0.05,-1.25,2.81,0.12,-0.55,0.00,0.00,0.00,0.00,Normal
0.01,0.05,-1.25,1.95,0.06,-0.67,0.00,0.00,0.00,0.00,Normal
0.01,0.05,-1.26,1.89,0.00,-0.85,0.00,0.22,0.06,0.00,Normal
0.01,0.05,-1.25,2.32,-0.06,-0.79,0.00,0.24,0.07,0.00,Normal
0.01,0.06,-1.25,2.93,-0.37,-0.43,0.00,0.17,0.07,0.00,Normal
0.01,0.06,-1.24,3.42,0.06,-0.37,0.00,0.00,0.00,0.00,Normal
0.01,0.05,-1.25,3.17,0.18,-0.67,0.00,0.00,0.00,0.00,Normal
0.01,0.05,-1.25,2.69,-0.18,-0.73,0.00,0.00,0.00,0.00,Normal
