accelX,accelY,accelZ,gyroX,gyroY,gyroZ,fsr1,fsr2,fsr3,fsr4,label
-0.99,0.08,-0.08,4.76,-16.78,12.15,0.00,0.00,0.62,0.00,2
-1.06,0.20,-0.23,5.74,-15.63,6.59,0.00,0.00,1.01,0.00,2
-1.00,-0.04,-0.42,-6.47,-7.63,-0.37,0.08,0.09,0.52,0.00,2
-0.99,0.04,-0.49,23.68,-19.29,7.14,0.23,0.35,0.00,0.00,2
-0.86,0.15,-0.76,25.33,-34.12,2.01,0.00,0.00,0.00,0.00,2
-0.71,0.02,-0.54,49.38,-2.93,23.07,0.00,0.00,0.00,0.00,2
-1.04,0.15,-0.22,5.31,-6.84,8.12,0.00,0.00,0.78,0.00,2
-0.97,0.05,-0.43,10.44,-14.77,8.61,0.12,0.26,0.00,0.00,2
-0.99,0.00,-0.48,11.29,-7.57,3.30,0.11,0.36,0.00,0.00,2
-0.90,0.07,-0.67,-7.63,-18.92,-10.38,0.00,0.00,0.00,0.00,2
-0.88,0.51,-0.58,100.04,158.51,-45.23,0.00,0.00,0.00,0.00,2
-1.01,0.11,-0.26,32.53,-24.17,34.67,0.00,0.00,0.78,0.00,2
-1.10,0.05,-0.33,10.19,-17.15,15.20,0.00,0.09,0.13,0.00,2
-1.05,0.09,-0.45,8.00,-2.56,-5.80,0.22,0.20,0.00,0.00,2
-0.97,0.10,-0.63,3.72,-25.82,-12.27,0.00,0.00,0.00,0.00,2
-0.80,0.07,-0.98,-6.71,-70.13,-13.49,0.00,0.00,0.00,0.00,2
-0.89,0.05,0.21,-158.87,19.53,-14.95,0.00,0.00,0.00,0.00,2
-1.02,0.15,-0.20,3.60,-14.53,11.47,0.00,0.00,0.93,0.00,2
-1.01,0.05,-0.42,4.70,-4.21,3.60,0.05,0.17,0.49,0.00,2
-1.03,0.06,-0.53,-3.78,-14.40,-5.00,0.25,0.40,0.00,0.00,2
-0.88,0.11,-0.77,7.69,-52.92,-6.96,0.00,0.00,0.00,0.00,2
