accelX,accelY,accelZ,gyroX,gyroY,gyroZ,fsr1,fsr2,fsr3,fsr4,label
-0.02,-0.03,-1.24,2.56,0.12,-0.12,0.21,0.29,0.00,0.55,2
-0.02,-0.03,-1.24,2.44,0.24,-0.31,0.11,0.07,0.00,0.59,2
-0.01,-0.03,-1.25,2.87,0.12,-0.55,0.55,0.38,0.08,0.17,2
-0.02,-0.03,-1.25,3.05,0.06,-0.43,0.65,0.48,0.13,0.13,2
-0.02,-0.03,-1.24,2.87,0.00,-0.24,0.58,0.46,0.10,0.25,2
-0.02,-0.03,-1.25,2.87,0.12,-0.55,0.60,0.47,0.13,0.20,2
-0.01,-0.03,-1.25,2.69,0.31,-0.49,0.74,0.54,0.14,0.00,2
-0.02,-0.03,-1.24,2.81,-0.06,-0.43,0.77,0.51,0.20,0.07,2
-0.02,-0.03,-1.25,2.93,-0.06,-0.55,0.76,0.50,0.22,0.17,2
-0.02,-0.03,-1.24,2.87,0.12,-0.55,0.78,0.54,0.21,0.13,2
-0.02,-0.03,-1.25,2.87,0.00,-0.37,0.63,0.48,0.12,0.31,2
-0.02,-0.03,-1.25,2.87,-0.18,-0.61,0.66,0.50,0.15,0.30,2
-0.01,-0.03,-1.25,2.69,0.12,-0.61,0.62,0.49,0.13,0.34,2
-0.02,-0.03,-1.24,2.99,0.37,-0.24,0.60,0.47,0.12,0.41,2
-0.01,-0.03,-1.25,2.69,0.24,-0.49,0.66,0.44,0.17,0.32,2
-0.02,-0.03,-1.24,2.99,0.00,-0.43,0.66,0.48,0.14,0.32,2
-0.01,-0.03,-1.24,3.05,0.00,-0.49,0.63,0.48,0.13,0.34,2
-0.02,-0.04,-1.25,2.93,0.06,-0.61,0.61,0.47,0.12,0.40,2
-0.01,-0.03,-1.25,2.87,0.00,-0.31,0.57,0.46,0.09,0.43,2
-0.02,-0.03,-1.25,2.87,0.06,-0.43,0.57,0.46,0.09,0.44,2
-0.02,-0.03,-1.24,3.11,0.24,-0.37,0.59,0.48,0.10,0.41,2
-0.02,-0.03,-1.25,2.99,0.12,-0.31,0.56,0.46,0.09,0.43,2
-0.02,-0.03,-1.24,2.99,0.18,-0.37,0.60,0.48,0.12,0.41,2
-0.01,-0.03,-1.25,2.81,0.12,-0.55,0.63,0.49,0.13,0.34,2
-0.02,-0.03,-1.24,3.17,0.18,-0.49,0.61,0.48,0.12,0.39,2
-0.02,-0.03,-1.25,2.93,0.12,-0.49,0.59,0.42,0.08,0.27,2
-0.02,-0.03,-1.24,2.69,0.18,-0.49,0.61,0.49,0.12,0.41,2
-0.02,-0.03,-1.25,2.93,0.12,-0.43,0.59,0.48,0.11,0.44,2
-0.02,-0.03,-1.24,2.69,-0.06,-0.24,0.61,0.49,0.12,0.40,2
-0.02,-0.04,-1.24,2.93,0.12,-0.49,0.64,0.51,0.13,0.36,2
-0.02,-0.03,-1.24,2.75,0.00,-0.49,0.63,0.50,0.13,0.35,2
-0.02,-0.03,-1.25,2.87,0.18,-0.37,0.49,0.43,0.00,0.46,2
-0.02,-0.03,-1.25,2.69,0.18,-0.31,0.54,0.47,0.08,0.40,2
-0.02,-0.03,-1.25,2.69,0.18,-0.12,0.56,0.47,0.08,0.38,2
-0.02,-0.03,-1.25,2.26,0.37,-0.55,0.44,0.19,0.16,0.61,2
-0.02,-0.03,-1.25,1.89,0.61,-0.49,0.00,0.00,0.00,0.00,2
-0.03,-0.03,-1.24,2.81,-0.18,-0.79,0.00,0.00,0.00,0.71,2
-0.03,-0.03,-1.24,2.38,0.12,-0.55,0.35,0.29,0.00,0.52,2
-0.03,-0.03,-1.25,3.05,0.06,-0.43,0.69,0.52,0.14,0.21,2
-0.03,-0.03,-1.25,3.05,0.18,-0.43,0.68,0.52,0.14,0.28,2
-0.03,-0.03,-1.24,3.05,0.24,-0.12,0.71,0.53,0.16,0.31,2
-0.03,-0.03,-1.25,2.69,0.31,-0.55,0.54,0.46,0.08,0.41,2
-0.03,-0.03,-1.25,2.87,-0.12,-0.37,0.54,0.46,0.09,0.42,2
-0.03,-0.03,-1.25,2.99,0.00,-0.49,0.59,0.49,0.11,0.32,2
-0.03,-0.03,-1.24,2.93,0.00,-0.49,0.58,0.50,0.10,0.34,2
-0.03,-0.03,-1.25,2.87,0.00,-0.55,0.62,0.53,0.12,0.41,2
-0.03,-0.03,-1.25,2.99,0.12,-0.73,0.63,0.53,0.13,0.35,2
-0.03,-0.03,-1.24,2.69,0.18,-0.43,0.60,0.51,0.12,0.32,2
-0.03,-0.03,-1.25,2.75,0.12,-0.43,0.59,0.50,0.11,0.37,2
-0.03,-0.03,-1.25,2.81,0.12,-0.24,0.58,0.48,0.12,0.44,2
-0.03,-0.03,-1.25,3.11,-0.06,-0.24,0.46,0.42,0.00,0.55,2
-0.03,-0.03,-1.25,2.56,0.06,-0.61,0.42,0.41,0.00,0.59,2
-0.03,-0.02,-1.24,2.14,-0.43,-0.61,0.35,0.34,0.00,0.61,2
-0.02,-0.03,-1.24,2.87,-0.06,-0.49,0.22,0.00,0.20,0.48,2
-0.03,-0.03,-1.24,2.93,-0.06,-0.79,0.87,0.57,0.26,0.00,2
-0.03,-0.03,-1.24,2.87,0.31,-0.49,0.39,0.27,0.07,0.52,2
-0.02,-0.04,-1.24,2.50,-0.12,-0.43,0.32,0.28,0.00,0.62,2
-0.03,-0.03,-1.24,2.81,0.00,-0.67,0.35,0.25,0.00,0.45,2
-0.03,-0.03,-1.25,2.81,0.37,-0.49,0.43,0.33,0.04,0.57,2
-0.03,-0.03,-1.25,2.69,0.49,-0.49,0.33,0.28,0.00,0.62,2
-0.03,-0.03,-1.24,2.93,-0.18,-0.43,0.33,0.28,0.00,0.64,2
-0.03,-0.03,-1.25,2.99,0.31,-0.31,0.34,0.29,0.00,0.64,2
-0.03,-0.04,-1.25,2.99,0.49,-0.37,0.34,0.29,0.00,0.64,2
-0.03,-0.03,-1.25,2.99,-0.12,-0.12,0.34,0.29,0.00,0.65,2
-0.03,-0.03,-1.24,3.05,0.24,-0.49,0.22,0.00,0.11,0.67,2
-0.03,-0.03,-1.24,2.93,0.24,-0.37,0.49,0.35,0.08,0.41,2
