accelX,accelY,accelZ,gyroX,gyroY,gyroZ,fsr1,fsr2,fsr3,fsr4,label
-0.05,0.04,-1.25,3.72,-1.59,-1.40,0.00,0.00,0.00,0.00,2
-0.07,0.04,-1.26,2.08,0.00,0.12,0.00,0.00,0.00,0.00,2
-0.07,0.05,-1.25,2.81,0.06,0.00,0.00,0.00,0.00,0.00,2
-0.07,0.05,-1.24,2.99,0.24,-0.55,0.00,0.00,0.00,0.00,2
-0.07,0.06,-1.25,3.66,-0.12,-0.92,0.00,0.00,0.00,0.00,2
-0.07,0.06,-1.25,3.85,0.12,-0.98,0.00,0.00,0.00,0.00,2
-0.07,0.07,-1.25,5.74,0.73,-2.14,0.00,0.00,0.00,0.00,2
-0.08,0.08,-1.25,1.77,0.92,-0.37,0.00,0.00,0.00,0.00,2
-0.05,0.04,-1.25,-3.11,-1.53,4.09,0.00,0.00,0.00,0.00,2
-0.02,-0.06,-1.25,-12.76,7.81,-2.20,0.00,0.00,0.00,0.00,2
-0.04,-0.16,-1.16,-8.67,13.43,-4.94,0.00,0.00,0.00,0.00,2
0.03,-0.22,-1.26,-14.77,22.52,9.16,0.00,0.00,0.00,0.00,2
0.16,-0.38,-1.17,-4.58,23.07,30.40,0.00,0.00,0.00,0.00,2
0.07,-0.13,-1.22,-32.04,44.49,-56.95,0.00,0.00,0.00,0.00,2
0.15,-0.46,-1.29,-15.56,-16.97,-3.91,0.00,0.00,0.00,0.00,2
-0.27,-0.91,-0.29,-75.62,-10.07,1.59,0.00,0.00,0.00,0.00,2
0.08,-0.75,-0.74,59.81,11.17,-17.64,0.00,0.00,0.00,0.00,2
0.12,-1.17,0.09,-19.29,-2.26,-8.67,0.00,0.00,0.00,0.00,2
-0.30,-0.48,0.49,-20.94,49.07,14.16,0.00,0.00,0.00,0.00,2
-0.10,-0.65,0.57,9.77,12.57,-7.39,0.00,0.00,0.00,0.00,2
0.07,-0.64,0.52,-1.71,-7.45,-2.56,0.00,0.00,0.00,0.00,2
-0.17,-0.50,0.59,12.76,1.28,7.63,0.00,0.00,0.00,0.00,2
-0.44,-0.76,0.26,13.31,-30.70,-16.54,0.00,0.00,0.00,0.00,2
-0.09,-0.95,0.11,84.84,-12.82,86.18,0.00,0.00,0.00,0.00,2
0.34,-0.78,-0.62,38.33,102.72,-64.39,0.00,0.00,0.00,0.00,2
0.48,0.24,-1.08,143.01,-87.04,-3.97,0.00,0.00,0.00,0.00,2
0.77,1.08,-0.30,115.17,-57.25,56.27,0.00,0.00,0.00,0.00,2
0.39,1.22,-0.32,-35.28,135.86,58.23,0.00,0.00,0.00,0.00,2
0.61,0.69,-0.24,31.13,-46.45,-48.28,0.00,0.00,0.00,0.00,2
0.80,0.58,-0.10,3.85,14.83,20.08,0.00,0.00,0.00,0.00,2
0.56,0.68,-0.11,-22.16,95.64,16.11,0.00,0.00,0.00,0.00,2
0.74,0.81,-0.17,-2.62,18.13,-1.34,0.00,0.00,0.00,0.00,2
0.68,0.64,-0.32,-7.63,28.63,-13.00,0.00,0.00,0.00,0.00,2
0.65,0.59,-0.44,-7.93,36.07,-1.59,0.00,0.00,0.00,0.00,2
0.68,0.64,-0.57,-7.08,-25.94,22.64,0.00,0.00,0.00,0.00,2
0.60,0.66,-0.61,-5.00,2.87,5.98,0.00,0.00,0.00,0.00,2
0.58,0.58,-0.69,-1.77,18.19,-30.64,0.00,0.00,0.00,0.00,2
0.72,0.54,-0.71,-4.88,9.22,2.08,0.00,0.00,0.00,0.00,2
0.79,0.48,-0.75,12.94,26.12,-12.27,0.00,0.00,0.00,0.00,2
0.62,0.58,-0.89,-5.92,12.45,19.65,0.00,0.00,0.00,0.00,2
0.63,0.54,-0.80,-2.81,24.05,5.86,0.00,0.00,0.00,0.00,2
0.63,0.52,-0.77,-1.34,-3.17,4.27,0.00,0.00,0.00,0.00,2
0.58,0.50,-0.76,7.39,3.91,-11.05,0.00,0.00,0.00,0.00,2
0.72,0.50,-0.84,-1.71,16.48,-4.09,0.00,0.00,0.00,0.00,2
0.57,0.54,-0.77,6.84,14.53,-6.10,0.00,0.00,0.00,0.00,2
0.73,0.55,-0.83,-5.13,14.83,2.56,0.00,0.00,0.00,0.00,2
0.60,0.54,-0.80,1.04,5.55,1.40,0.00,0.00,0.00,0.00,2
0.67,0.54,-0.81,4.76,11.90,-7.75,0.00,0.00,0.00,0.00,2
0.53,0.53,-0.73,3.85,10.74,4.76,0.00,0.00,0.00,0.00,2
0.70,0.53,-0.82,5.13,6.71,-0.79,0.00,0.00,0.00,0.00,2
0.67,0.52,-0.72,3.78,-24.78,-0.55,0.00,0.00,0.00,0.00,2
0.76,0.60,-0.80,18.62,4.58,-17.76,0.00,0.00,0.00,0.00,2
0.81,0.48,-0.64,-8.18,2.81,5.19,0.00,0.00,0.00,0.00,2
0.79,0.52,-0.58,-6.35,-0.43,37.54,0.00,0.00,0.00,0.00,2
0.35,0.62,-0.59,11.35,-23.74,7.08,0.00,0.00,0.00,0.00,2
0.57,0.75,-0.59,7.26,-2.14,-3.54,0.00,0.00,0.00,0.00,2
0.42,0.80,-0.65,4.39,3.85,-1.16,0.00,0.00,0.00,0.00,2
0.51,0.81,-0.59,2.01,-1.77,0.12,0.00,0.00,0.00,0.00,2
0.47,0.80,-0.62,2.93,3.66,-1.46,0.00,0.00,0.00,0.00,2
0.49,0.83,-0.58,2.01,-7.93,-3.36,0.00,0.00,0.00,0.00,2
0.45,0.82,-0.60,3.05,-2.62,-4.09,0.00,0.00,0.00,0.00,2
0.50,0.80,-0.56,3.42,-5.55,-3.97,0.00,0.00,0.00,0.00,2
0.59,0.71,-0.65,2.99,-5.49,7.45,0.00,0.00,0.00,0.00,2
