accelX,accelY,accelZ,gyroX,gyroY,gyroZ,fsr1,fsr2,fsr3,fsr4,label
-0.03,-0.08,-1.24,3.05,-0.12,-0.61,0.00,0.00,0.00,0.47,Abnormal
-0.03,-0.09,-1.24,2.75,0.00,-0.85,0.00,0.00,0.00,0.49,Abnormal
-0.04,0.04,-1.29,32.71,0.18,0.43,0.00,0.00,0.00,0.35,Abnormal
-0.04,-0.02,-1.24,5.13,-0.24,-0.67,0.00,0.00,0.00,0.47,Abnormal
-0.04,-0.02,-1.24,2.93,0.37,-0.61,0.00,0.00,0.00,0.44,Abnormal
-0.04,-0.02,-1.24,2.87,0.06,-0.79,0.00,0.00,0.00,0.45,Abnormal
-0.04,-0.02,-1.24,2.93,-0.18,-0.55,0.00,0.00,0.00,0.45,Abnormal
-0.04,-0.02,-1.25,3.48,0.06,-0.67,0.00,0.00,0.00,0.45,Abnormal
-0.04,-0.02,-1.24,3.66,0.06,-0.73,0.00,0.00,0.00,0.40,Abnormal
-0.04,-0.02,-1.24,2.93,0.00,-0.79,0.00,0.00,0.00,0.46,Abnormal
-0.04,-0.02,-1.24,3.48,-0.12,-0.55,0.00,0.00,0.00,0.40,Abnormal
-0.04,-0.02,-1.24,2.93,-0.18,-0.79,0.00,0.00,0.00,0.46,Abnormal
-0.04,-0.02,-1.24,3.05,-0.18,-0.79,0.00,0.00,0.00,0.42,Abnormal
-0.04,-0.02,-1.24,2.99,0.00,-0.79,0.00,0.00,0.00,0.44,Abnormal
-0.04,-0.01,-1.27,-6.59,-0.31,-3.97,0.00,0.00,0.00,0.00,Normal
-0.04,0.05,-1.23,2.99,-0.06,0.24,0.00,0.00,0.00,0.45,Abnormal
-0.04,0.07,-1.24,3.05,0.12,-0.67,0.06,0.00,0.00,1.02,Abnormal
-0.04,0.06,-1.24,3.05,0.00,-0.73,0.65,0.00,0.40,0.14,Normal
-0.04,0.06,-1.24,3.05,-0.12,-0.67,0.67,0.00,0.49,0.00,Normal
-0.04,0.06,-1.24,3.11,0.12,-0.43,0.40,0.00,0.19,1.01,Abnormal
-0.04,0.06,-1.25,2.99,0.06,-0.73,0.73,0.00,0.37,0.18,Normal
-0.04,0.06,-1.24,3.23,0.12,-1.04,0.68,0.00,0.40,0.00,Normal
-0.04,0.06,-1.24,3.05,0.24,-0.73,0.70,0.00,0.31,0.11,Normal
-0.04,0.06,-1.24,3.17,0.06,-0.73,0.74,0.00,0.53,0.21,Abnormal
-0.04,0.06,-1.24,2.99,-0.06,-0.67,0.74,0.00,0.46,0.06,Normal
-0.04,0.06,-1.25,2.99,-0.12,-0.67,0.68,0.00,0.41,0.27,Abnormal
-0.04,0.06,-1.24,3.05,-0.37,-0.61,0.68,0.00,0.41,0.30,Abnormal
-0.05,0.06,-1.25,3.11,-0.06,-0.49,0.62,0.00,0.34,0.48,Abnormal
-0.05,0.06,-1.25,3.05,-0.18,-0.61,0.56,0.00,0.29,0.62,Abnormal
-0.04,0.06,-1.25,3.05,-0.06,-0.79,0.64,0.00,0.36,0.44,Abnormal
-0.04,0.06,-1.24,2.87,0.06,-0.61,0.77,0.00,0.49,0.14,Normal
-0.04,0.06,-1.25,2.99,0.06,-0.85,0.80,0.00,0.50,0.00,Normal
-0.04,0.06,-1.24,3.11,0.06,-0.61,0.55,0.00,0.33,0.15,Normal
-0.04,0.06,-1.24,3.05,-0.18,-0.55,0.60,0.00,0.41,0.00,Normal
-0.04,0.06,-1.25,3.11,-0.24,-0.55,0.00,0.00,0.00,0.65,Abnormal
-0.04,0.07,-1.25,3.05,-0.12,-0.49,0.00,0.00,0.00,0.00,Normal
-0.17,0.01,-1.49,-14.59,8.91,27.59,0.00,0.00,0.00,0.00,Normal
-0.03,0.07,-1.24,7.57,9.16,-2.44,0.00,0.00,0.00,0.00,Normal
