accelX,accelY,accelZ,gyroX,gyroY,gyroZ,fsr1,fsr2,fsr3,fsr4,label
0.12,0.21,-1.23,3.23,0.73,-1.04,0.27,0.00,0.09,0.00,2
0.11,0.22,-1.21,0.61,1.46,0.31,0.27,0.00,0.08,0.00,2
0.12,0.22,-1.22,4.58,-0.37,1.71,0.28,0.00,0.09,0.00,2
0.09,0.24,-1.20,12.02,-5.92,-7.51,0.26,0.00,0.08,0.00,2
0.02,0.16,-1.39,-47.91,-43.46,-6.16,0.24,0.00,0.08,0.00,2
-0.13,0.05,-1.24,-19.29,23.86,26.12,0.29,0.00,0.08,0.00,2
0.08,-0.00,-1.26,24.66,-5.25,-41.63,0.41,0.00,0.08,0.00,2
-0.01,-0.09,-1.21,7.75,0.92,-7.69,0.28,0.00,0.08,0.00,2
0.15,0.00,-1.25,19.90,-21.36,-8.48,0.29,0.00,0.08,0.00,2
0.02,-0.05,-1.31,-20.81,28.75,18.62,0.39,0.00,0.10,0.00,2
0.03,-0.47,-1.03,-34.48,18.31,34.73,0.16,0.00,0.08,0.00,2
-0.12,0.11,-1.38,5.37,12.02,-18.37,0.20,0.00,0.08,0.00,2
0.15,1.09,-0.63,97.72,-65.86,12.45,0.24,0.00,0.09,0.00,2
0.11,0.93,0.35,7.87,42.91,30.46,0.21,0.00,0.06,0.00,2
0.17,0.79,0.34,-0.73,-23.68,5.07,0.21,0.00,0.05,0.00,2
0.54,0.63,0.40,1.16,-149.17,-6.96,0.23,0.00,0.05,0.00,2
0.23,0.75,0.33,1.46,-6.84,-3.72,0.25,0.00,0.05,0.00,2
0.20,0.79,0.36,2.20,61.71,-11.54,0.25,0.00,0.00,0.00,2
0.19,0.81,0.31,3.48,5.74,-2.20,0.22,0.00,0.00,0.00,2
0.19,0.80,0.39,6.96,17.03,2.69,0.22,0.00,0.00,0.00,2
-0.00,0.80,0.46,3.42,45.35,12.51,0.22,0.00,0.04,0.00,2
0.26,0.82,0.36,3.97,-23.25,12.76,0.25,0.00,0.05,0.00,2
0.22,0.72,0.38,5.43,2.26,-7.87,0.25,0.00,0.05,0.00,2
0.02,1.12,0.02,-59.51,-28.56,-0.79,0.00,0.00,0.00,0.00,2
