accelX,accelY,accelZ,gyroX,gyroY,gyroZ,fsr1,fsr2,fsr3,fsr4,label
-0.96,0.29,-0.15,-9.52,-14.53,12.27,0.00,0.00,0.62,0.00,2
-1.05,0.18,-0.29,-4.88,-10.86,4.76,0.00,0.00,1.01,0.00,2
-1.02,0.10,-0.42,-6.53,-4.15,1.04,0.06,0.11,0.53,0.00,2
-1.02,0.10,-0.56,-1.04,-15.08,0.43,0.25,0.29,0.00,0.00,2
-0.81,0.19,-0.85,-6.47,-45.41,4.39,0.00,0.00,0.00,0.00,2
-0.81,0.14,-0.43,70.13,-47.12,21.55,0.00,0.00,0.00,0.00,2
-0.99,0.14,-0.20,5.98,-15.56,18.19,0.00,0.00,0.98,0.00,2
-1.07,0.03,-0.32,11.35,-12.15,8.36,0.00,0.00,0.67,0.00,2
-0.96,0.01,-0.40,-32.23,2.62,-12.94,0.00,0.15,0.48,0.00,2
-1.00,0.00,-0.53,-2.08,-20.14,-5.68,0.17,0.22,0.00,0.00,2
-0.94,0.08,-0.74,20.14,-22.71,-0.43,0.00,0.00,0.00,0.00,2
-0.86,0.36,-0.72,97.90,130.74,-27.89,0.00,0.00,0.00,0.00,2
-1.00,0.15,-0.11,22.46,-30.03,16.66,0.00,0.00,0.49,0.00,2
-1.00,0.12,-0.16,19.41,-12.94,14.16,0.00,0.00,0.70,0.00,2
-1.02,-0.02,-0.40,-11.35,-7.63,4.94,0.00,0.09,0.56,0.00,2
-0.99,0.04,-0.48,0.18,-18.01,-1.28,0.05,0.35,0.29,0.00,2
-0.88,0.15,-0.71,6.47,-21.00,-5.49,0.00,0.00,0.00,0.00,2
-0.62,-0.15,-0.88,11.05,-43.46,2.87,0.00,0.00,0.00,0.00,2
-1.00,0.23,-0.07,94.60,-40.89,52.55,0.00,0.00,0.40,0.00,2
-0.96,0.15,-0.25,4.39,-6.04,9.52,0.00,0.00,0.45,0.00,2
-1.01,0.07,-0.41,-12.94,-1.65,0.79,0.07,0.17,0.48,0.00,2
-0.98,0.04,-0.54,-1.46,-18.68,-1.16,0.24,0.25,0.00,0.00,2
-0.85,0.13,-0.74,11.66,-48.10,3.42,0.00,0.00,0.00,0.00,2
-0.83,0.22,-0.53,69.40,77.27,-7.45,0.00,0.00,0.00,0.00,2
-1.00,-0.02,-0.19,2.81,-18.86,6.16,0.00,0.00,0.92,0.00,2
-1.00,0.05,-0.40,6.23,-13.24,8.79,0.00,0.00,0.80,0.00,2
-1.00,0.02,-0.46,0.18,-11.96,-0.31,0.05,0.24,0.14,0.00,2
-0.91,0.07,-0.69,11.84,-15.44,4.27,0.00,0.00,0.00,0.00,2
-1.10,0.19,-0.73,18.31,-94.79,30.76,0.00,0.00,0.00,0.00,2
-0.73,-0.09,-0.37,62.13,-41.69,29.97,0.00,0.00,0.00,0.00,2
