accelX,accelY,accelZ,gyroX,gyroY,gyroZ,fsr1,fsr2,fsr3,fsr4,label
-0.89,-0.01,-0.29,45.35,-11.41,-4.88,0.00,0.00,1.00,0.00,2
-0.99,0.21,-0.36,19.04,52.55,-0.12,0.00,0.00,0.00,0.00,2
-1.05,0.06,-0.64,-44.25,-58.78,2.32,0.00,0.00,0.20,0.00,2
-0.98,0.12,-0.39,10.31,-16.54,14.04,0.00,0.00,0.67,0.00,2
-0.94,0.06,-0.53,-4.88,17.46,9.46,0.11,0.20,0.11,0.00,2
-1.02,-0.06,-0.46,43.88,-6.35,16.24,0.08,0.25,0.29,0.00,2
-0.97,-0.06,-0.51,38.09,3.60,21.67,0.14,0.21,0.27,0.00,2
-0.65,0.01,-1.10,53.47,-59.94,37.29,0.00,0.00,0.00,0.00,2
-0.72,0.13,-0.53,2.93,131.65,2.56,0.00,0.00,0.00,0.00,2
-0.88,0.04,-0.41,-5.55,-23.56,-4.76,0.19,0.28,0.07,0.00,2
-0.52,0.02,-1.18,21.91,-31.49,41.38,0.14,0.20,0.00,0.00,2
-0.52,0.50,-1.80,-34.00,-4.64,-44.56,0.00,0.00,0.00,0.00,2
-1.07,0.17,-0.43,0.18,-44.68,-0.31,0.00,0.00,0.00,0.00,2
-0.81,0.23,-0.63,-54.08,-12.82,-1.46,0.44,0.38,0.00,0.00,2
-1.29,0.32,-1.08,99.24,-104.80,26.86,0.00,0.00,0.00,0.00,2
-0.79,0.01,-0.62,-36.01,63.90,-14.04,0.00,0.00,0.61,0.00,2
-0.33,-0.21,-0.84,-0.92,-46.02,-4.46,0.29,0.26,0.00,0.00,2
-0.56,0.24,-0.54,-1.83,94.42,-36.50,0.00,0.00,0.00,0.00,2
-0.99,-0.01,-0.49,-12.63,-15.26,-2.87,0.20,0.25,0.14,0.00,2
-1.02,0.03,-0.85,12.88,-114.26,2.08,0.22,0.29,0.00,0.00,2
-1.10,-0.05,-0.58,10.50,73.61,15.44,0.00,0.05,0.53,0.00,2
-0.78,0.11,-0.87,-12.76,-61.40,-2.44,0.35,0.42,0.00,0.00,2
-0.90,-0.05,-0.65,29.05,-41.14,76.35,0.00,0.00,0.42,0.00,2
-1.28,0.17,-0.99,-61.28,-182.25,2.99,0.00,0.00,0.00,0.00,2
-1.08,0.06,-0.47,23.74,-20.57,17.03,0.13,0.25,0.22,0.00,2
-1.29,0.28,-0.44,-79.16,51.33,11.84,0.00,0.00,0.00,0.00,2
-0.91,0.12,-0.39,9.83,-28.50,-3.23,0.05,0.13,0.67,0.00,2
-0.59,0.27,-2.00,34.55,39.79,-7.26,0.00,0.00,0.00,0.00,2
-1.03,0.02,-0.42,26.79,-16.72,3.42,0.08,0.04,0.49,0.00,2
-0.87,0.50,-0.81,30.40,-89.90,-4.58,0.00,0.00,0.00,0.00,2
-0.91,0.16,-0.68,6.16,12.94,-33.45,0.15,0.13,0.00,0.00,2
-0.70,-0.13,-0.79,56.21,-76.11,-2.14,0.00,0.00,0.00,0.00,2
-0.78,-0.04,-0.50,9.64,0.49,10.93,0.32,0.25,0.00,0.00,2
-0.67,-0.22,-0.95,40.65,-96.86,44.43,0.00,0.00,0.00,0.00,2
-0.90,0.06,-0.74,-52.55,61.16,-13.06,0.19,0.12,0.00,0.00,2
-1.03,0.39,-0.73,-19.10,-151.25,0.24,0.00,0.00,0.00,0.00,2
-1.05,-0.09,-0.70,67.63,8.54,14.83,0.31,0.25,0.00,0.00,2
-0.77,-0.19,-1.02,-47.42,-44.74,-36.19,0.00,0.00,0.00,0.00,2
-0.90,-0.00,-0.94,-157.17,187.50,-76.29,0.00,0.00,0.00,0.00,2
-1.01,-0.39,-0.90,41.26,-4.52,12.33,0.00,0.00,0.00,0.00,2
-1.08,0.64,-0.55,-40.53,85.51,-132.87,0.29,0.41,0.00,0.00,2
-0.94,0.47,-3.54,140.38,74.40,87.46,0.00,0.00,0.00,0.00,2
-1.18,0.24,-0.15,-87.95,37.23,-23.01,0.00,0.00,0.36,0.00,2
-0.62,0.03,-1.16,2.75,-4.58,3.30,0.13,0.19,0.00,0.00,2
-0.54,0.09,-0.44,15.99,-69.03,8.48,0.11,0.10,0.51,0.00,2
-0.86,0.17,-0.61,13.31,-7.08,13.12,0.00,0.00,0.00,0.00,2
-0.68,-0.00,-0.67,4.76,74.22,-34.73,0.22,0.00,0.00,0.00,2
-1.05,0.09,-1.28,-5.37,178.89,-42.11,0.00,0.00,0.00,0.00,2
-0.75,-0.00,-0.86,-3.17,78.37,-1.04,0.22,0.05,0.00,0.00,2
-1.07,-0.09,-1.11,66.53,-136.78,61.71,0.00,0.00,0.00,0.00,2
-0.92,0.31,-0.38,20.94,33.63,7.75,0.00,0.00,0.00,0.00,2
-0.92,-0.01,0.12,-41.56,-15.44,-14.04,0.00,0.00,0.88,0.00,2
-0.39,0.08,-1.65,19.35,-10.80,-8.73,0.00,0.00,0.00,0.00,2
-0.85,0.09,-0.58,-15.63,68.12,12.33,0.00,0.00,0.00,0.00,2
-0.85,0.09,-0.57,67.57,77.82,20.87,0.13,0.22,0.07,0.00,2
-0.82,0.12,-1.09,-33.20,-145.51,18.80,0.13,0.23,0.00,0.00,2
-0.60,0.18,-1.09,-23.38,3.66,-39.67,0.00,0.00,0.00,0.00,2
-0.84,0.10,-0.92,20.81,113.89,8.85,0.00,0.00,0.00,0.00,2
-0.96,0.08,-0.40,13.18,39.98,9.46,0.07,0.11,0.52,0.00,2
-0.56,0.52,-1.36,112.12,115.05,-77.27,0.00,0.00,0.00,0.00,2
-0.87,0.78,0.00,-37.29,7.93,-44.25,0.00,0.00,0.00,0.00,2
-1.00,0.24,-0.28,60.67,-93.08,48.71,0.00,0.00,0.19,0.00,2
-0.48,-0.04,-0.80,50.42,-68.12,-0.85,0.00,0.00,0.00,0.00,2
-0.96,0.08,-0.35,-2.75,10.74,0.49,0.00,0.00,0.00,0.00,2
-1.07,0.21,-0.25,1.53,-64.82,19.78,0.00,0.00,0.16,0.00,2
-0.71,0.12,-0.45,-41.99,50.96,-17.76,0.00,0.00,0.00,0.00,2
-0.85,0.21,-0.46,55.66,-21.36,20.69,0.00,0.00,0.00,0.00,2
-1.02,0.15,-0.42,-19.41,-62.07,-1.22,0.00,0.00,0.88,0.00,2
