accelX,accelY,accelZ,gyroX,gyroY,gyroZ,fsr1,fsr2,fsr3,fsr4,label
-0.82,0.20,-0.40,77.39,27.95,13.98,0.00,0.00,0.00,0.00,2
-1.04,0.07,-0.29,-5.92,-15.93,13.85,0.00,0.00,0.89,0.00,2
-1.09,0.13,-0.42,42.24,-13.06,7.81,0.22,0.22,0.00,0.00,2
-0.98,0.09,-0.64,-1.46,-33.33,-12.33,0.00,0.00,0.00,0.00,2
-1.21,0.02,-0.91,75.38,204.83,9.58,0.00,0.00,0.00,0.00,2
-1.07,0.11,-0.19,6.96,-20.69,4.09,0.00,0.00,1.06,0.00,2
-1.01,0.02,-0.39,-9.95,-6.96,1.04,0.00,0.00,0.44,0.00,2
-1.04,0.08,-0.41,3.30,-7.14,1.16,0.07,0.25,0.00,0.00,2
-1.00,0.00,-0.58,17.76,-24.84,1.83,0.18,0.08,0.00,0.00,2
-0.90,0.05,-0.76,6.96,-23.74,5.68,0.00,0.00,0.00,0.00,2
-0.92,0.21,-0.28,5.13,216.31,-78.98,0.00,0.00,0.00,0.00,2
-1.01,0.22,-0.21,52.73,-28.14,51.45,0.00,0.00,0.86,0.00,2
-1.03,0.13,-0.37,2.87,-13.73,6.84,0.00,0.05,0.49,0.00,2
-1.04,0.05,-0.45,0.55,-13.12,7.57,0.21,0.23,0.00,0.00,2
-0.94,0.13,-0.68,7.51,-21.12,-3.72,0.00,0.00,0.00,0.00,2
-1.35,-0.07,-1.12,61.34,241.64,36.68,0.00,0.00,0.00,0.00,2
-1.04,0.19,-0.19,-9.52,-14.65,4.94,0.00,0.00,0.92,0.00,2
-1.01,0.10,-0.32,-13.98,-11.11,2.62,0.00,0.00,0.42,0.00,2
-1.01,0.11,-0.42,-10.01,-2.56,-5.07,0.18,0.14,0.07,0.00,2
-0.98,0.03,-0.55,7.63,-17.70,-1.83,0.27,0.18,0.00,0.00,2
-0.84,0.14,-0.76,-10.13,-40.71,-1.10,0.00,0.00,0.00,0.00,2
-0.95,0.26,-0.55,38.94,126.59,-54.75,0.00,0.00,0.00,0.00,2
-1.01,0.10,-0.19,17.21,-14.34,13.37,0.00,0.00,1.02,0.00,2
-1.04,-0.04,-0.39,-8.79,-9.64,3.66,0.00,0.00,0.80,0.00,2
-1.00,0.01,-0.50,2.87,-16.91,-5.31,0.28,0.32,0.00,0.00,2
-0.86,0.06,-0.74,6.84,-28.93,2.08,0.00,0.00,0.00,0.00,2
-1.37,0.11,-0.92,68.30,229.92,7.26,0.00,0.00,0.00,0.00,2
-1.06,0.17,-0.12,-1.10,-20.94,17.64,0.00,0.00,0.83,0.00,2
-1.08,0.15,-0.34,2.99,-12.82,5.13,0.00,0.00,0.76,0.00,2
-1.00,-0.00,-0.44,8.61,-4.64,-0.85,0.16,0.21,0.07,0.00,2
-0.98,0.03,-0.61,4.39,-18.31,-1.34,0.13,0.36,0.00,0.00,2
-0.91,0.11,-0.74,18.49,-48.34,9.22,0.00,0.00,0.00,0.00,2
-0.85,0.52,-0.50,189.94,64.03,33.94,0.00,0.00,0.00,0.00,2
-1.04,0.04,-0.39,53.10,-26.49,-10.99,0.00,0.00,0.40,0.00,2
-1.03,0.07,-0.38,41.02,-3.11,-3.36,0.00,0.15,0.53,0.00,2
-1.03,-0.03,-0.51,45.47,-10.31,23.25,0.21,0.00,0.00,0.00,2
-0.92,0.61,-0.62,45.41,146.61,-7.75,0.00,0.00,0.00,0.00,2
-0.94,0.34,-0.08,29.17,-20.32,32.29,0.00,0.00,0.77,0.00,2
-1.04,0.04,-0.25,-4.70,-12.08,0.98,0.00,0.00,0.91,0.00,2
-1.03,0.04,-0.41,7.39,-5.49,-1.83,0.13,0.17,0.37,0.00,2
-1.00,0.02,-0.54,0.79,-25.57,-2.32,0.32,0.32,0.00,0.00,2
-0.89,-0.06,-0.44,-49.01,-9.83,-49.44,0.00,0.00,0.00,0.00,2
-1.01,0.27,-0.10,-2.44,-27.40,14.71,0.00,0.00,0.50,0.00,2
-1.00,0.11,-0.37,-36.25,-12.27,2.44,0.00,0.04,0.64,0.00,2
-1.00,0.00,-0.47,8.54,-8.12,5.00,0.20,0.29,0.09,0.00,2
-0.92,0.05,-0.67,10.13,-29.30,-7.51,0.07,0.00,0.00,0.00,2
-1.35,-0.19,-1.17,34.97,239.99,41.32,0.00,0.00,0.00,0.00,2
-1.08,0.01,-0.12,-46.63,-16.17,-0.12,0.00,0.00,0.72,0.00,2
-1.03,0.07,-0.30,-12.15,-18.43,4.39,0.00,0.00,0.91,0.00,2
-1.00,0.02,-0.44,8.48,-7.02,0.24,0.18,0.29,0.15,0.00,2
-0.94,0.05,-0.62,1.71,-26.61,-6.41,0.22,0.23,0.00,0.00,2
-1.09,0.19,-0.85,73.91,208.37,-18.92,0.00,0.00,0.00,0.00,2
-1.00,0.23,-0.05,-4.21,-22.22,10.62,0.00,0.00,0.74,0.00,2
-1.03,0.02,-0.40,0.43,-8.61,3.11,0.00,0.10,0.67,0.00,2
-1.01,-0.02,-0.55,3.36,-22.22,-1.59,0.29,0.32,0.00,0.00,2
-0.87,0.13,-0.75,4.58,-44.19,-4.88,0.00,0.00,0.00,0.00,2
-0.97,0.25,-0.70,4.33,140.01,-30.70,0.00,0.00,0.00,0.00,2
-1.04,0.11,-0.14,-8.36,-10.68,6.29,0.00,0.00,0.78,0.00,2
-1.03,0.03,-0.34,-5.13,-16.85,2.87,0.00,0.00,0.70,0.00,2
-0.99,0.04,-0.46,1.89,-10.38,0.00,0.18,0.23,0.00,0.00,2
-0.91,0.08,-0.73,8.91,-31.01,-3.85,0.00,0.00,0.00,0.00,2
-0.96,0.28,-0.71,-25.82,137.08,-12.02,0.00,0.00,0.00,0.00,2
-0.98,0.13,-0.13,-21.55,-12.27,-0.55,0.00,0.00,0.85,0.00,2
-1.03,0.09,-0.42,-26.73,-3.91,-3.72,0.00,0.09,0.68,0.00,2
-0.99,0.02,-0.49,21.73,-18.86,7.14,0.25,0.33,0.00,0.00,2
-0.84,0.08,-0.79,16.97,-25.51,-1.46,0.00,0.00,0.00,0.00,2
-0.73,0.28,-0.61,127.14,35.64,36.19,0.00,0.00,0.00,0.00,2
-1.03,0.08,-0.26,17.70,-27.22,13.79,0.00,0.00,0.73,0.00,2
-1.03,-0.00,-0.42,7.39,-6.71,2.62,0.10,0.18,0.58,0.00,2
-1.00,0.01,-0.60,9.89,-21.00,-1.46,0.30,0.27,0.00,0.00,2
-0.69,-0.06,-1.14,109.01,-91.61,70.92,0.00,0.00,0.00,0.00,2
-0.90,0.33,-0.03,-32.29,-18.19,-5.37,0.00,0.00,0.39,0.00,2
-1.04,0.01,-0.35,-12.45,-21.79,10.25,0.00,0.05,0.65,0.00,2
-1.01,-0.00,-0.49,12.21,-16.85,7.51,0.31,0.21,0.00,0.00,2
-0.93,-0.04,-0.70,0.31,-33.39,-5.00,0.09,0.00,0.00,0.00,2
-0.80,0.70,-0.73,298.34,78.19,111.94,0.00,0.00,0.00,0.00,2
-1.11,-0.06,-0.44,65.12,0.24,15.14,0.00,0.00,0.61,0.00,2
