accelX,accelY,accelZ,gyroX,gyroY,gyroZ,fsr1,fsr2,fsr3,fsr4,label
0.01,0.03,-1.26,2.81,0.12,-0.73,0.00,0.00,0.00,0.00,Normal
0.01,0.03,-1.25,2.81,0.06,-0.67,0.00,0.00,0.00,0.00,Normal
0.00,0.03,-1.24,2.99,0.06,-0.67,0.00,0.00,0.00,0.00,Normal
0.01,0.03,-1.25,2.93,-0.12,-0.73,0.00,0.00,0.00,0.00,Normal
0.00,0.03,-1.25,2.93,0.06,-0.67,0.00,0.00,0.00,0.00,Normal
0.00,0.03,-1.25,2.93,0.06,-0.49,0.00,0.00,0.00,0.00,Normal
0.00,0.03,-1.24,2.81,0.00,-0.73,0.00,0.00,0.00,0.00,Normal
0.01,0.03,-1.26,2.99,0.12,-0.73,0.00,0.00,0.00,0.00,Normal
0.01,0.04,-1.25,2.81,0.24,-0.85,0.00,0.00,0.00,0.00,Normal
0.00,0.03,-1.25,3.17,-0.12,-0.73,0.00,0.00,0.00,0.00,Normal
0.00,0.03,-1.25,2.87,-0.12,-0.49,0.00,0.00,0.00,0.00,Normal
0.00,0.03,-1.25,3.11,0.00,-0.79,0.00,0.00,0.00,0.00,Normal
0.00,0.03,-1.25,2.62,-0.18,-0.55,0.00,0.00,0.00,0.00,Normal
0.00,0.03,-1.25,2.99,0.06,-0.85,0.00,0.00,0.00,0.00,Normal
0.00,0.03,-1.25,2.93,0.00,-0.67,0.00,0.00,0.00,0.00,Normal
0.00,0.03,-1.26,2.81,-0.06,-0.73,0.00,0.00,0.00,0.00,Normal
0.00,0.03,-1.25,2.87,0.18,-0.67,0.00,0.00,0.00,0.00,Normal
0.00,0.03,-1.25,2.69,-0.24,-0.79,0.00,0.15,0.00,0.00,Normal
0.00,0.03,-1.25,2.75,0.24,-0.79,0.00,0.38,0.00,0.00,Normal
0.01,0.03,-1.24,3.60,-0.31,-1.46,0.00,0.00,0.00,0.00,Normal
0.00,0.03,-1.25,2.62,0.18,-1.04,0.00,0.00,0.00,0.00,Normal
-0.00,0.03,-1.24,2.99,-0.85,-0.92,0.00,0.00,0.00,0.00,Normal
0.01,0.03,-1.26,3.05,0.00,-0.67,0.00,0.00,0.59,0.00,Normal
0.00,0.03,-1.25,2.99,-0.06,-1.34,0.00,0.00,0.75,0.00,Normal
0.02,0.03,-1.25,4.21,2.32,-0.67,0.00,0.00,0.00,0.00,Normal
0.01,0.03,-1.26,2.75,-0.12,-0.73,0.00,0.00,0.48,0.00,Normal
-0.00,0.03,-1.25,3.91,0.31,-8.36,0.00,0.00,0.00,0.00,Normal
0.00,0.04,-1.25,3.11,0.18,-0.55,0.00,0.00,0.00,0.00,Normal
0.00,0.03,-1.25,2.87,-0.24,-0.61,0.00,0.00,0.00,0.61,Abnormal
0.00,0.03,-1.25,2.69,-0.06,-0.92,0.00,0.00,0.00,0.49,Abnormal
-0.00,0.03,-1.25,4.27,1.04,-0.61,0.00,0.00,0.00,0.00,Normal
0.00,0.03,-1.25,3.60,-0.55,-0.24,0.00,0.00,0.40,0.00,Normal
0.01,0.03,-1.25,4.58,0.67,-0.18,0.00,0.00,0.41,0.00,Normal
0.01,0.04,-1.25,2.81,0.00,-0.79,0.00,0.00,0.49,0.00,Normal
0.01,0.03,-1.25,2.75,0.55,-1.10,0.00,0.00,0.00,0.00,Normal
0.01,0.03,-1.25,2.32,0.12,-1.59,0.00,0.00,0.00,0.00,Normal
0.00,0.03,-1.25,2.81,-0.18,-0.98,0.00,0.00,0.00,0.00,Normal
0.00,0.03,-1.25,2.99,0.00,-0.92,0.00,0.00,0.00,0.00,Normal
0.00,0.03,-1.25,2.87,0.12,-0.92,0.00,0.00,0.00,0.00,Normal
0.01,0.03,-1.25,3.05,0.24,-0.55,0.00,0.00,0.00,0.00,Normal
0.00,0.03,-1.25,3.11,0.00,-0.61,0.00,0.00,0.00,0.00,Normal
0.00,0.03,-1.25,2.81,0.18,-0.85,0.00,0.00,0.00,0.00,Normal
0.00,0.03,-1.25,2.99,0.06,-0.92,0.00,0.00,0.00,0.00,Normal
0.01,0.04,-1.25,3.36,-0.18,-0.31,0.00,0.00,0.00,0.00,Normal
-0.00,0.03,-1.25,3.17,0.67,-0.61,0.00,0.00,0.00,0.00,Normal
0.01,0.05,-1.27,1.28,0.67,1.10,0.00,0.00,0.00,0.00,Normal
-0.00,0.03,-1.26,3.54,-0.49,-0.79,0.00,0.00,0.00,0.00,Normal
-0.02,0.04,-1.26,2.44,-3.48,-1.46,0.00,0.00,0.00,0.00,Normal
-0.01,0.02,-1.24,3.72,-0.37,-2.20,0.00,0.00,0.00,0.00,Normal
0.01,0.03,-1.25,2.32,0.18,-1.16,0.00,0.00,0.00,0.00,Normal
0.01,0.04,-1.25,2.08,0.31,0.31,0.00,0.00,0.00,0.00,Normal
0.01,0.02,-1.25,2.20,-0.18,2.32,0.00,0.00,0.00,0.00,Normal
0.01,0.03,-1.25,2.93,0.31,-0.55,0.00,0.00,0.00,0.00,Normal
0.01,0.03,-1.24,3.91,0.67,-0.06,0.00,0.00,0.00,0.00,Normal
