accelX,accelY,accelZ,gyroX,gyroY,gyroZ,fsr1,fsr2,fsr3,fsr4,label
-0.05,-0.05,-1.24,2.81,-0.06,-0.49,0.00,0.00,0.00,0.00,2
-0.06,-0.05,-1.24,2.87,0.00,-0.49,0.00,0.00,0.00,0.00,2
-0.05,-0.05,-1.24,2.87,-0.31,-0.73,0.00,0.00,0.00,0.00,2
-0.06,-0.04,-1.25,3.72,1.16,-0.37,0.00,0.00,0.00,0.00,2
-0.05,-0.05,-1.24,3.48,0.85,-0.79,0.00,0.00,0.00,0.00,2
-0.14,1.09,-0.39,-62.44,-39.73,30.15,0.71,0.18,0.31,0.00,2
0.15,1.02,-0.11,-97.78,141.42,-54.87,0.00,0.00,0.00,0.62,2
-0.31,1.02,-0.41,-42.11,-19.53,-3.42,0.53,0.22,0.23,0.00,2
-0.47,1.28,-0.36,-18.62,-86.67,2.69,0.00,0.00,0.00,0.44,2
-0.24,1.04,-0.34,-45.23,-26.49,-0.12,0.59,0.26,0.24,0.00,2
-0.60,1.35,-1.32,164.43,128.85,0.92,0.00,0.00,0.00,0.10,2
-0.37,1.00,-0.35,-74.46,-7.39,-8.06,0.61,0.25,0.25,0.00,2
0.05,0.78,-0.95,68.18,44.98,-15.63,0.00,0.00,0.00,0.06,2
-0.27,1.01,-0.26,-45.10,17.46,-5.07,0.67,0.25,0.24,0.16,2
0.20,1.03,-0.55,203.00,64.82,-65.55,0.00,0.00,0.00,0.00,2
-0.32,1.01,-0.11,-43.33,80.26,6.29,0.00,0.00,0.00,1.14,2
-0.15,1.00,-0.16,-27.71,-17.27,22.09,0.09,0.14,0.00,1.02,2
-0.08,1.16,-0.38,-94.36,-79.83,20.08,0.00,0.08,0.00,0.00,2
-0.16,0.77,-0.03,-32.53,-50.48,20.87,0.00,0.00,0.00,0.66,2
-0.45,0.93,-0.27,-17.33,-33.69,1.65,0.77,0.12,0.46,0.00,2
-0.72,0.62,-0.17,7.20,-26.61,38.88,0.00,0.00,0.00,0.00,2
0.02,1.04,-0.04,-26.98,19.10,15.99,0.00,0.00,0.00,1.08,2
-0.30,0.99,-0.32,-31.07,-2.69,-3.36,0.76,0.22,0.47,0.00,2
-0.14,0.74,-0.40,69.40,170.29,32.23,0.00,0.00,0.00,0.00,2
-0.41,1.11,-0.07,-20.94,-78.31,30.70,0.00,0.00,0.00,1.08,2
-0.36,0.93,-0.34,-63.48,54.63,-14.65,0.85,0.08,0.59,0.00,2
-0.44,1.38,-0.72,255.07,3.42,25.70,0.00,0.00,0.00,0.00,2
-0.14,1.04,-0.14,-23.19,9.95,10.19,0.08,0.00,0.00,1.07,2
-0.36,1.05,-0.33,-40.77,-39.31,0.31,0.85,0.17,0.61,0.00,2
