accelX,accelY,accelZ,gyroX,gyroY,gyroZ,fsr1,fsr2,fsr3,fsr4,label
-1.01,0.19,-0.21,28.56,84.66,-1.34,0.00,0.00,0.00,0.00,2
-1.11,0.22,-0.15,-25.21,-14.22,5.13,0.00,0.00,1.04,0.00,2
-0.96,0.02,-0.34,35.89,-25.15,9.58,0.00,0.00,0.60,0.00,2
-0.94,0.02,-0.52,-3.85,-19.17,1.53,0.19,0.25,0.00,0.00,2
-0.88,0.03,-0.76,1.28,-32.65,-5.68,0.00,0.00,0.00,0.00,2
-1.25,-0.06,-1.01,58.59,209.29,12.70,0.00,0.00,0.00,0.00,2
-1.03,0.05,-0.05,-27.10,-12.94,-11.47,0.00,0.00,0.61,0.00,2
-1.01,0.21,-0.18,10.31,-5.80,7.51,0.00,0.00,0.88,0.00,2
-0.99,0.06,-0.44,-2.38,-13.00,2.08,0.16,0.21,0.00,0.00,2
-0.91,0.04,-0.68,-0.06,-27.83,-8.18,0.00,0.00,0.00,0.00,2
-1.15,-0.16,-1.17,9.46,218.93,33.87,0.00,0.00,0.00,0.00,2
-1.03,0.30,-0.13,-58.78,-13.12,-4.82,0.00,0.00,0.79,0.00,2
-1.10,0.00,-0.20,-17.09,-6.35,-7.63,0.00,0.00,1.11,0.00,2
-1.05,0.02,-0.51,-4.58,-17.64,3.91,0.17,0.11,0.00,0.00,2
-0.83,0.11,-0.82,10.62,-45.47,-3.30,0.00,0.00,0.00,0.00,2
-1.04,0.22,-0.55,127.20,102.17,24.23,0.00,0.00,0.00,0.00,2
-1.03,0.10,-0.26,-15.75,-12.70,-2.38,0.00,0.00,0.45,0.00,2
-1.03,-0.10,-0.45,31.92,-10.31,10.68,0.10,0.16,0.27,0.00,2
-1.01,-0.03,-0.54,10.74,-19.53,4.46,0.22,0.24,0.00,0.00,2
-1.10,0.14,-0.70,50.05,-99.91,49.56,0.00,0.00,0.00,0.00,2
-1.20,0.52,-0.02,-56.64,-16.60,-27.10,0.00,0.00,0.18,0.00,2
-1.06,0.15,-0.18,-0.31,-21.36,-2.32,0.00,0.00,0.90,0.00,2
-1.03,-0.07,-0.43,-0.43,-6.47,2.38,0.10,0.16,0.41,0.00,2
-0.99,0.00,-0.62,-0.79,-25.63,-6.77,0.05,0.00,0.00,0.00,2
-1.17,0.23,-0.65,59.88,-100.28,50.23,0.00,0.00,0.00,0.00,2
-0.92,-0.01,0.16,-83.19,-4.21,-9.95,0.00,0.00,0.23,0.00,2
-1.00,0.08,-0.19,19.17,-22.71,5.55,0.00,0.00,0.97,0.00,2
-1.00,0.00,-0.45,-0.73,-2.14,2.38,0.12,0.19,0.16,0.00,2
-0.78,-0.20,-0.74,162.84,-39.92,77.51,0.00,0.00,0.00,0.00,2
-1.07,-0.45,-0.26,83.86,-30.64,89.54,0.00,0.00,0.42,0.00,2
-1.02,0.17,-0.22,20.32,-12.27,18.49,0.00,0.00,1.08,0.00,2
-1.01,0.05,-0.45,29.72,-17.33,16.30,0.15,0.36,0.00,0.00,2
-0.91,0.08,-0.70,4.33,-33.81,-5.00,0.00,0.00,0.00,0.00,2
-1.38,0.05,-0.88,96.80,200.81,12.21,0.00,0.00,0.00,0.00,2
-1.02,0.28,-0.07,-52.61,-15.99,-12.57,0.00,0.00,0.75,0.00,2
-1.05,0.06,-0.37,-18.13,-8.79,-3.91,0.00,0.06,0.48,0.00,2
-0.99,0.12,-0.60,3.91,-30.46,-1.34,0.00,0.25,0.00,0.00,2
-0.81,0.01,-0.40,-56.40,84.96,25.76,0.00,0.00,0.00,0.00,2
-0.98,0.38,-0.06,11.05,-25.63,11.72,0.00,0.00,0.73,0.00,2
-1.16,0.22,-0.40,-8.91,-15.93,-8.97,0.00,0.00,0.88,0.00,2
-1.01,0.00,-0.51,7.20,-19.04,1.40,0.25,0.29,0.00,0.00,2
-0.92,0.08,-0.75,13.06,-78.67,-0.06,0.00,0.00,0.00,0.00,2
-0.85,-0.25,0.05,-76.35,-15.99,-11.23,0.00,0.00,0.25,0.00,2
-1.06,0.01,-0.35,3.36,-18.68,19.47,0.00,0.00,0.88,0.00,2
-1.06,-0.07,-0.65,28.44,-36.19,0.49,0.19,0.22,0.00,0.00,2
-0.95,0.15,-0.77,3.30,-62.19,5.92,0.00,0.00,0.00,0.00,2
-0.85,0.03,0.20,128.11,-52.55,48.77,0.00,0.00,0.00,0.00,2
-1.03,0.12,-0.22,6.35,-26.55,14.40,0.00,0.00,0.98,0.00,2
-0.97,0.06,-0.41,3.91,-18.07,8.30,0.00,0.00,0.13,0.00,2
-0.86,0.03,-0.78,2.26,-18.25,-1.59,0.00,0.00,0.00,0.00,2
-1.28,-0.05,-1.11,52.12,233.46,18.62,0.00,0.00,0.00,0.00,2
-1.06,0.09,-0.15,-8.73,-17.94,3.05,0.00,0.00,0.97,0.00,2
-1.02,0.00,-0.35,-26.98,-12.76,3.05,0.00,0.00,0.78,0.00,2
-0.99,0.01,-0.46,6.10,-7.81,0.12,0.27,0.37,0.00,0.00,2
-0.90,0.01,-0.64,5.55,-26.92,-5.92,0.00,0.00,0.00,0.00,2
-0.90,-0.05,-0.93,62.87,-58.78,40.83,0.00,0.00,0.00,0.00,2
-1.02,0.19,-0.06,36.93,-28.87,15.99,0.00,0.00,0.59,0.00,2
-1.09,0.10,-0.24,-9.89,-8.30,0.06,0.00,0.00,0.88,0.00,2
-1.01,-0.01,-0.37,15.75,-6.53,2.69,0.00,0.06,0.67,0.00,2
-1.03,-0.00,-0.51,-1.83,-15.44,0.31,0.25,0.32,0.00,0.00,2
-0.91,0.06,-0.71,2.56,-21.73,-3.78,0.00,0.00,0.00,0.00,2
-1.09,0.21,-0.82,-75.56,191.83,-44.98,0.00,0.00,0.00,0.00,2
-1.08,0.06,-0.17,1.16,-23.56,17.64,0.00,0.00,0.87,0.00,2
-1.06,-0.01,-0.39,11.11,-18.98,2.01,0.00,0.00,0.67,0.00,2
-0.97,-0.06,-0.51,-6.96,-25.02,0.06,0.17,0.23,0.00,0.00,2
-0.80,0.03,-0.81,149.35,-17.15,65.00,0.00,0.00,0.00,0.00,2
-1.09,-0.03,0.00,92.47,-17.82,25.15,0.00,0.00,0.13,0.00,2
-1.06,0.26,-0.16,28.20,-19.71,11.96,0.00,0.00,1.04,0.00,2
-1.01,0.15,-0.42,-7.14,-6.16,-0.79,0.05,0.08,0.30,0.00,2
-0.96,0.08,-0.64,10.99,-31.19,-1.34,0.08,0.11,0.00,0.00,2
-0.69,0.02,-1.12,32.23,-79.71,15.99,0.00,0.00,0.00,0.00,2
-0.87,0.38,0.02,-172.79,4.94,-30.15,0.00,0.00,0.43,0.00,2
-1.04,0.02,-0.31,-7.45,-13.55,3.30,0.00,0.00,1.01,0.00,2
-1.04,-0.01,-0.45,2.44,-9.58,-1.22,0.11,0.19,0.11,0.00,2
-1.00,0.08,-0.63,7.81,-30.58,-5.31,0.00,0.00,0.00,0.00,2
-0.84,0.11,-0.44,0.12,144.17,-80.08,0.00,0.00,0.00,0.00,2
-0.93,0.23,-0.02,37.96,-29.48,13.31,0.00,0.00,0.45,0.00,2
-1.05,0.09,-0.26,23.86,-12.63,19.17,0.00,0.00,0.83,0.00,2
-1.00,-0.05,-0.45,22.22,-5.62,-1.71,0.22,0.19,0.07,0.00,2
-1.01,0.02,-0.54,-0.98,-14.16,-5.00,0.17,0.40,0.00,0.00,2
-0.91,0.05,-0.76,16.42,-28.44,2.38,0.00,0.00,0.00,0.00,2
